sample_id,question,answer,llm_start_entities,matched_start_nodes,answer_candidates,start_in_entity_db,answer_mappable,reachable_at_3
258,What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Lullabies,"[""Baby songs"", ""Lullabies"", ""Child-friendly music"", ""Parental preferences"", ""Song genres""]","[""LULLABIES""]","[""LULLABIES""]",1,1,1
274,Who is the best midfielder in the past decade in JakeWatson's opinion?,Luka Modrić,"[""Midfielder"", ""Opinion"", ""Decade"", ""Player performance"", ""Position""]","[""MIDFIELDER"", ""PLAYER PERFORMANCE""]","[""LUKA MODRIĆ""]",1,1,1
283,Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Tyrion Lannister,"[""Characters"", ""Plot development"", ""Themes"", ""Factions"", ""Roles""]","[""ROLES""]","[""TYRION LANNISTER""]",1,1,1
306,Who does JakeWatson consider the best defender in the history of FC Barcelona?,Carles Puyol,"[""FC Barcelona"", ""Defender"", ""Player statistics"", ""Historical records"", ""Match performance""]","[""DEFENDER"", ""FC BARCELONA"", ""MATCH PERFORMANCE""]","[""CARLES PUYOL""]",1,1,1
316,Who suggests hitting Starbucks after work on 20260918?,WolfgangSchulz,"[""Starbucks"", ""Work schedule"", ""Date"", ""Recommendation""]","[""RECOMMENDATION"", ""STARBUCKS"", ""WORK SCHEDULE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
320,Which game does LiHua mention he's been playing on 20260920?,Call of Duty: Warzone,"[""Date"", ""Game title"", ""Player""]","[""PLAYER""]","[""CALL OF DUTY: WARZONE""]",1,1,1
328,Who initiated the discussion about the community garden renovation and its benefits to local businesses?,Turalyon,"[""Community garden"", ""Renovation plans"", ""Local business owners"", ""Economic impact"", ""Public engagement""]","[""COMMUNITY GARDEN""]","[""TURALYON""]",1,1,1
335,Who does LiHua ask for help with installing a curtain?,AdamSmith,"[""Curtain"", ""Installation"", ""Person"", ""Help request"", ""Instructions""]","[""CURTAIN"", ""INSTALLATION""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
338,Who will bring the tools for the curtain installation?,AdamSmith,"[""Curtain hardware"", ""Installation tools"", ""Curtain rod"", ""Curtain track"", ""Curtain hanger""]",[],"[""ADAM SMITH"", ""ADAMSMITH""]",0,1,0
339,Who suggests exploring the PS5 settings for accessibility features and Game Help?,ThaneChambers,"[""Settings menu"", ""Controller adjustments"", ""Visual enhancements"", ""Audio settings"", ""Help documentation""]",[],"[""THANECHAMBERS""]",0,1,0
340,What feature on the PS5 does Ileana praise for making switching between games smoother?,Control Center,"[""Gamepad buttons"", ""Controller movement"", ""Load times"", ""Game transitions"", ""Smoothness""]",[],"[""CONTROL CENTER""]",0,1,0
343,Which game is LiHua currently obsessed with for its graphics and storytelling?,God of War,"[""LiHua"", ""Game title"", ""Graphics quality"", ""Narrative structure"", ""Player engagement""]","[""LI HUA"", ""LIHUA"", ""NARRATIVE STRUCTURE"", ""PLAYER ENGAGEMENT""]","[""GOD OF WAR""]",1,1,1
344,What game is Helios currently playing and finds the world and gameplay mechanics stunning?,Horizon Forbidden West,"[""Player"", ""Game development"", ""Game design"", ""Gameplay elements"", ""Game experience""]","[""GAME DESIGN"", ""GAME DEVELOPMENT"", ""GAME EXPERIENCE"", ""PLAYER""]","[""HORIZON FORBIDDEN WEST""]",1,1,1
347,Which game does Helios suggest for tactical fun with a great story and character development?,Fire Emblem,"[""Helios"", ""Game title"", ""Tactical gameplay"", ""Story plot"", ""Character arcs""]","[""CHARACTER ARCS"", ""HELIOS"", ""TACTICAL GAMEPLAY""]","[""FIRE EMBLEM""]",1,1,1
350,Which game does Dyllan recommend for turn-based combat and art style?,Octopath Traveler,"[""Dyllan"", ""Combat mechanics"", ""Visual design"", ""Game genre"", ""Player preferences""]","[""COMBAT MECHANICS"", ""DYLLAN"", ""VISUAL DESIGN""]","[""OCTOPATH TRAVELER""]",1,1,1
351,"Who is ThaneChambers' favorite character in ""Octopath Traveler""?",Primrose,"[""Game"", ""Character selection"", ""Player preference"", ""In-game details""]","[""GAME""]","[""PRIMROSE""]",1,1,0
358,Who asks Emily if she has read The Lord of the Rings novels?,LiHua,"[""Who asks"", ""If she has read"", ""The novels""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
359,What TV series does LiHua mention that they are curious about in relation to The Lord of the Rings?,The Rings of Power,[],[],"[""THE RINGS OF POWER""]",0,1,0
361,Which character does LiHua mention as their favorite and describe as inspiring?,Galadriel,"[""Character description"", ""Favorite choice"", ""Inspiration""]",[],"[""GALADRIEL""]",0,1,0
368,Who initiates the suggestion to go to the grocery store after work on 20260923?,WolfgangSchulz,"[""Person"", ""Date"", ""Action"", ""Location"", ""Purpose""]","[""ACTION""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
378,Who asks LiHua to measure the window in the basement?,AdamSmith,"[""Window measurement"", ""Basement floor"", ""Measurement tools"", ""Person asking""]","[""WINDOW MEASUREMENT""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
381,Who initiates the discussion about binaural tones?,ChaeSong-hwa,"[""Auditory perception"", ""Frequency modulation"", ""Brainwave synchronization"", ""Sound localization"", ""Neurological response""]",[],"[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",0,1,0
384,Who congratulates LiHua on pushing their limits with the bench press?,JenniferMoore,"[""Sports training"", ""Strength exercise"", ""Performance metrics"", ""Motivation"", ""Recognition""]","[""MOTIVATION""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
388,Who suggests going out for hot pot?,LiHua,"[""Hot pot"", ""Dining out"", ""Friends"", ""Family"", ""Restaurant""]","[""FAMILY"", ""FRIENDS"", ""HOT POT"", ""RESTAURANT""]","[""LI HUA"", ""LIHUA""]",1,1,1
389,What type of hot pot does WolfgangSchulz prefer?,Sichuan,"[""Type of hot pot"", ""Wolfgang Schulz"", ""Personal preference""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]","[""SICHUAN""]",1,1,1
391,Who comes up with the idea of picking up drinks on the way to hot pot?,LiHua,"[""Drinkers"", ""Hot pot"", ""Table setting"", ""Conversation"", ""Social customs""]","[""HOT POT""]","[""LI HUA"", ""LIHUA""]",1,1,1
393,Who reminds everyone to drink water before and during the match?,JakeWatson,"[""Water intake"", ""Sports hydration"", ""Pre-match hydration"", ""Inmatch hydration""]","[""WATER INTAKE""]","[""JAKEWATSON""]",1,1,1
399,What does Giselle remind everyone to do before practice?,Stretch,"[""Before practice"", ""What to do"", ""Important reminders"", ""Instructions to follow""]",[],[],0,0,0
400,Who is considering buying Sekiro: Shadows Die Twice and asks for ThaneChambers' opinion?,LiHua,"[""Game review"", ""Player feedback"", ""Character analysis"", ""Gameplay experience""]","[""CHARACTER ANALYSIS"", ""GAMEPLAY EXPERIENCE"", ""PLAYER FEEDBACK""]","[""LI HUA"", ""LIHUA""]",1,1,1
404,What game is ThaneChambers currently playing?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Current activity""]",[],"[""BLACK MYTH: WUKONG""]",0,1,0
409,Who informs LiHua that the new software is almost done?,WolfgangSchulz,"[""Person"", ""Software development"", ""Communication"", ""Status update""]","[""COMMUNICATION"", ""SOFTWARE DEVELOPMENT""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
411,Who asks Jake to play as the goalkeeper for soccer training?,LiHua,"[""Training session"", ""Team collaboration"", ""Position assignment"", ""Player responsibilities""]","[""TEAM COLLABORATION"", ""TRAINING SESSION""]","[""LI HUA"", ""LIHUA""]",1,1,1
413,Who discusses classic matches between Barca and Bayern with Jake?,LiHua,"[""Match history"", ""Player interactions"", ""Fan discussions"", ""Broadcast details""]","[""FAN DISCUSSIONS"", ""PLAYER INTERACTIONS""]","[""LI HUA"", ""LIHUA""]",1,1,1
416,Who does Jake believe has the potential to be a game-changer for Barca?,Pedri,"[""Barcelona"", ""Football club"", ""Player potential"", ""Team success"", ""Leadership""]","[""BARCELONA"", ""LEADERSHIP"", ""TEAM SUCCESS""]","[""PEDRI""]",1,1,1
420,Who does LiHua pick as the best football manager of all time?,Pep Guardiola,"[""Football clubs"", ""Player performance"", ""Historical context"", ""Manager rankings"", ""Fan votes""]","[""PLAYER PERFORMANCE""]","[""PEP GUARDIOLA""]",1,1,1
422,"Which team's style of play does Farrah remember as ""Total football""?",Barcelona,"[""Football style"", ""Team strategy"", ""Player memory"", ""Game tactics""]","[""GAME TACTICS"", ""TEAM STRATEGY""]","[""BARCELONA""]",1,1,1
423,What playing style is associated with Guardiola's Barcelona team?,Tiki-taka,"[""Barcelona"", ""Sergio Busquets"", ""Lionel Messi"", ""Xavi Hernandez"", ""Carlo Ancelotti""]","[""BARCELONA"", ""LIONEL MESSI"", ""XAVI HERNANDEZ""]","[""TIKI-TAKA""]",1,1,1
424,Which player's development under Guardiola does Jasper mention?,Phil Foden,"[""Player"", ""Coach"", ""Development"", ""Jasper"", ""Guardiola""]","[""DEVELOPMENT"", ""GUARDIOLA"", ""JASPER"", ""PLAYER""]","[""PHIL FODEN""]",1,1,1
425,What player's midfield importance does Aurora highlight?,Rodri,"[""Midfielder"", ""Positional importance"", ""Team tactics"", ""Game strategy"", ""Player role""]","[""GAME STRATEGY"", ""MIDFIELDER"", ""TEAM TACTICS""]","[""RODRI""]",1,1,1
426,Who will bring cones for drills at the match?,Farrah,"[""Cones"", ""Drills"", ""Match participants"", ""Equipment""]","[""CONES"", ""DRILLS"", ""EQUIPMENT""]","[""FARRAH""]",1,1,1
428,What will LiHua bring for everyone to enjoy after the match?,Snacks,"[""Gifts"", ""Food"", ""Drinks"", ""Activities"", ""Company""]","[""COMPANY"", ""DRINKS"", ""FOOD""]","[""SNACKS""]",1,1,1
429,Which match does Jasper mention that Manchester City played recently?,Against Chelsea in the Premier League,"[""Match details"", ""Player performance"", ""Team strategy"", ""Match outcome""]","[""MATCH OUTCOME"", ""PLAYER PERFORMANCE"", ""TEAM STRATEGY""]",[],1,0,0
430,Who scored a stunner in the Manchester City vs. Chelsea match as mentioned in the conversation?,Phil Foden,"[""Player"", ""Goal"", ""Score"", ""Match result"", ""Team""]","[""GOAL"", ""PLAYER"", ""TEAM""]","[""PHIL FODEN""]",1,1,1
433,Who checks in with LiHua about their arm muscles after the bench press session?,JenniferMoore,"[""Check-ins"", ""Muscle strength"", ""Post-exercise recovery"", ""Exercise routine"", ""Physical fitness""]","[""CHECK-INS"", ""EXERCISE ROUTINE"", ""MUSCLE STRENGTH"", ""PHYSICAL FITNESS""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
435,What snack does LiHua agree to bring for the movie?,Chips,"[""Snack type"", ""LiHua's preference"", ""Movie attendance"", ""Consent""]",[],"[""CHIPS""]",0,1,0
437,Who will pick up the snacks and drinks on their way before the movie?,LiHua,"[""Snack distribution"", ""Drink service"", ""Queue management"", ""Staff assignment"", ""Event timing""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
438,Who initiated the discussion about Cersei's journey in Game of Thrones?,EmilyBurnett,"[""Episode"", ""Character development"", ""Plot progression"", ""Narrative structure"", ""Themes""]","[""CHARACTER DEVELOPMENT"", ""EPISODE"", ""NARRATIVE STRUCTURE""]","[""EMILY BURNETT"", ""EMILYBURNETT""]",1,1,1
441,Which character's dynamic with Cersei is mentioned as complicated?,Jaime,"[""Character development"", ""Relationship dynamics"", ""Cersei's actions"", ""Interactions with Cersei""]","[""CHARACTER DEVELOPMENT"", ""RELATIONSHIP DYNAMICS""]","[""JAIME""]",1,1,1
456,Who initiates the discussion about game storytelling?,ThaneChambers,"[""Game designers"", ""Players"", ""Storytelling techniques"", ""Dialogue"", ""Character development""]","[""CHARACTER DEVELOPMENT""]","[""THANECHAMBERS""]",1,1,1
457,What game does ThaneChambers consider their top choice for storytelling?,The Last of Us,"[""Game titles"", ""Storytelling elements"", ""Player preferences"", ""Developer reputation"", ""Game genres""]",[],"[""THE LAST OF US""]",0,1,0
458,Which game's narrative does Bronwyn appreciate for its father-son dynamic?,God of War,"[""Game"", ""Narrative"", ""Father"", ""Son"", ""Dynamic"", ""Appreciation""]","[""GAME"", ""NARRATIVE""]","[""GOD OF WAR""]",1,1,1
459,What game does Gavriel mention for its characters and plot twists?,Final Fantasy VII Remake,"[""Gavriel"", ""Game details"", ""Character development"", ""Plot structure""]","[""CHARACTER DEVELOPMENT"", ""GAVRIEL""]","[""FINAL FANTASY VII REMAKE""]",1,1,1
461,What game does Elara mention for making her emotional?,Bioshock Infinite,"[""Game"", ""Emotion"", ""Experience"", ""Player interaction"", ""Sentiment""]","[""EMOTION"", ""EXPERIENCE"", ""GAME"", ""PLAYER INTERACTION""]","[""BIOSHOCK INFINITE""]",1,1,1
463,What game does Dyllan describe as epic for its samurai culture?,Ghost of Tsushima,"[""Dyllan"", ""Game description"", ""Epic status"", ""Samurai elements"", ""Cultural significance""]","[""DYLLAN""]","[""GHOST OF TSUSHIMA""]",1,1,1
469,Which game does Ileana mention for its unique world and storytelling?,Horizon Zero Dawn,"[""Ileana"", ""World-building"", ""Narrative structure"", ""Player experience""]","[""ILEANA"", ""NARRATIVE STRUCTURE"", ""PLAYER EXPERIENCE"", ""WORLD BUILDING"", ""WORLD-BUILDING"", ""WORLDBUILDING""]","[""HORIZON ZERO DAWN""]",1,1,1
470,What game does LiHua mention for exploring themes of choice & consciousness & humanity?,Detroit: Become Human,"[""LiHua"", ""Exploring themes"", ""Game titles"", ""Choice scenarios"", ""Consciousness exploration"", ""Humanity themes""]","[""LI HUA"", ""LIHUA""]","[""DETROIT: BECOME HUMAN""]",1,1,1
471,Which game does Dyllan say raised interesting questions and moral dilemmas?,Detroit: Become Human,"[""Dyllan"", ""Game content"", ""Player choices"", ""Narrative themes"", ""Ethical decisions""]","[""DYLLAN"", ""NARRATIVE THEMES"", ""PLAYER CHOICES""]","[""DETROIT: BECOME HUMAN""]",1,1,1
472,What game does Dyllan recall for its intimate feel and dialogue?,Firewatch,"[""Recall"", ""Gameplay"", ""Character interaction"", ""Narrative style"", ""Player experience""]","[""GAMEPLAY"", ""NARRATIVE STYLE"", ""PLAYER EXPERIENCE""]","[""FIREWATCH""]",1,1,1
473,Which game does LiHua mention for playing with various storytelling tropes?,The Stanley Parable,"[""Game titles"", ""Tropes"", ""Players"", ""Characters"", ""Narrative elements""]",[],"[""THE STANLEY PARABLE""]",0,1,0
476,Who offers to help with the installation of the curtains?,AdamSmith,"[""Curtain installation"", ""Hardware"", ""Tools"", ""Installation process"", ""Service provider""]","[""CURTAIN INSTALLATION"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
480,Who proposes the idea of adding tables near the benches?,RexxarRemar,"[""Table placement"", ""Benching"", ""Ideas"", ""Social interaction""]","[""IDEAS"", ""SOCIAL INTERACTION""]","[""REXXAR REMAR"", ""REXXARREMAR""]",1,1,1
483,Who is excited to see how the garden evolves?,Thrall,"[""Garden"", ""Evolution"", ""Excitement"", ""People""]","[""GARDEN""]","[""THRALL""]",1,1,1
487,Who offers to check with friends for live music performance?,ArthasMenethil,"[""Friends"", ""Performance venues"", ""Music events"", ""Recommendations""]","[""FRIENDS""]","[""ARTHAS MENETHIL"", ""ARTHASMENETHIL""]",1,1,1
489,Who suggests doing a group purchase of the new games?,ThaneChambers,"[""Game retailers"", ""Online platforms"", ""Social media"", ""Customer reviews"", ""Purchase decisions""]",[],"[""THANECHAMBERS""]",0,1,0
503,What team does JakeWatson admire for their comebacks?,Real Madrid,"[""JakeWatson"", ""Team"", ""Comebacks"", ""Fan"", ""Loyalty""]","[""JAKEWATSON"", ""LOYALTY"", ""TEAM""]","[""REAL MADRID""]",1,1,1
510,Who is Real Madrid's coach according to Ivor?,Ancelotti,"[""Coach position"", ""Ivor's statement"", ""Football management"", ""Team leadership""]","[""FOOTBALL MANAGEMENT"", ""TEAM LEADERSHIP""]","[""ANCELOTTI""]",1,1,1
514,Who offers to bring cones for the soccer practice?,Aurora,"[""Cones for soccer practice"", ""Offering cones"", ""Soccer practice attendees""]",[],"[""AURORA""]",0,1,0
516,Who suggests getting pizza for dinner?,WolfgangSchulz,"[""Restaurant"", ""Takeout"", ""Dining out"", ""Food delivery"", ""Family meal""]","[""RESTAURANT""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
520,Who invites LiHua to taste a new bread recipe?,HaileyJohnson,"[""Bread recipe"", ""Invitation details"", ""Tasting event"", ""Guest list""]","[""BREAD RECIPE"", ""TASTING EVENT""]","[""HAILEYJOHNSON""]",1,1,1
536,What game does ThaneChambers remember as LiHua's favorite?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Favorite game""]",[],"[""BLACK MYTH: WUKONG""]",0,1,0
539,"Who is LiHua's favorite character in the game ""Black Myth: Wukong""?",Wukong,"[""Wukong"", ""Monkey King"", ""Gameplay mechanics"", ""Character traits"", ""Game content""]","[""CHARACTER TRAITS"", ""GAMEPLAY MECHANICS"", ""WUKONG""]","[""WUKONG""]",1,1,1
543,Does LiHua play the game solo or with friends?,Both,"[""Game"", ""Friends"", ""Solo mode"", ""Multiplayer"", ""Player interaction""]","[""FRIENDS"", ""GAME"", ""MULTIPLAYER"", ""PLAYER INTERACTION""]",[],1,0,0
545,What TV series does EmilyBurnett remember LiHua likes?,Chernobyl,"[""Series recommendation"", ""Favorite shows"", ""User preferences"", ""Personal preferences""]",[],"[""CHERNOBYL""]",0,1,0
547,What is EmilyBurnett's favorite TV show?,Game of Thrones,"[""Show title"", ""Genre"", ""Rating"", ""Streaming platform"", ""Viewership""]",[],"[""GAME OF THRONES""]",0,1,0
550,What TV series is EmilyBurnett currently watching?,The Last of Us,"[""Series name"", ""Streaming platforms"", ""Episode count"", ""Viewing habits""]","[""VIEWING HABITS""]","[""THE LAST OF US""]",1,1,0
551,What TV show does EmilyBurnett recommend LiHua to watch?,The Last of Us,"[""TV series"", ""Streaming platforms"", ""Content suggestions"", ""Viewer preferences"", ""Personal recommendations""]","[""TV SERIES""]","[""THE LAST OF US""]",1,1,1
569,What is on WolfgangSchulz's list for a future trip?,Italy,"[""Destination"", ""Accommodation"", ""Transportation"", ""Budget"", ""Activities"", ""Travel dates""]",[],"[""ITALY""]",0,1,0
570,What does WolfgangSchulz want to check out in Italy?,Cinque Terre,"[""Country"", ""Location"", ""Action""]","[""ACTION""]","[""CINQUE TERRE""]",1,1,1
