sample_id,question,answer,llm_start_entities,matched_start_nodes,answer_candidates,start_in_entity_db,answer_mappable,reachable_at_1
255,Who is the most hateable character in Game of Thrones in Orion's opinion?,Ramsay Bolton,"[""Character analysis"", ""Hatefulness"", ""Game characters"", ""Opinion expression"", ""Narrative perspective""]","[""CHARACTER ANALYSIS"", ""GAME CHARACTERS""]","[""RAMSAY BOLTON""]",1,1,0
256,Who is the most hateable character in Game of Thrones in Merrick's opinion?,Cersei Lannister,"[""Character analysis"", ""Hatefulness"", ""Game of Thrones series"", ""Merrick's perspective"", ""Character evaluation""]","[""CHARACTER ANALYSIS"", ""CHARACTER EVALUATION"", ""GAME OF THRONES (SERIES)""]","[""CERSEI LANNISTER""]",1,1,0
257,What is the common interest between Li Hua and Jake Watson?,Soccer,"[""Names"", ""Relationship"", ""Shared preference""]",[],"[""SOCCER""]",0,1,0
258,What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Lullabies,"[""Lullabies"", ""Soft melodies"", ""Child-friendly songs"", ""Age-appropriate"", ""Musical genres"", ""Parental preferences"", ""Child's developmental stages""]","[""LULLABIES""]","[""LULLABIES""]",1,1,1
274,Who is the best midfielder in the past decade in JakeWatson's opinion?,Luka Modrić,"[""Midfielder"", ""Opinion"", ""Decade"", ""Player performance"", ""Rating""]","[""MIDFIELDER"", ""PLAYER PERFORMANCE""]","[""LUKA MODRIĆ""]",1,1,1
283,Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Tyrion Lannister,"[""Characters"", ""Plot development"", ""Themes"", ""Fictional characters"", ""Series""]",[],"[""TYRION LANNISTER""]",0,1,0
306,Who does JakeWatson consider the best defender in the history of FC Barcelona?,Carles Puyol,"[""FC Barcelona"", ""Defender"", ""Player performance"", ""Historical records"", ""Club rankings""]","[""DEFENDER"", ""FC BARCELONA"", ""PLAYER PERFORMANCE""]","[""CARLES PUYOL""]",1,1,1
316,Who suggests hitting Starbucks after work on 20260918?,WolfgangSchulz,"[""Starbucks"", ""Date"", ""Work hours""]","[""STARBUCKS"", ""WORK HOURS""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
320,Which game does LiHua mention he's been playing on 20260920?,Call of Duty: Warzone,"[""Date"", ""Game title"", ""Player""]","[""PLAYER""]","[""CALL OF DUTY: WARZONE""]",1,1,0
328,Who initiated the discussion about the community garden renovation and its benefits to local businesses?,Turalyon,"[""Community garden"", ""Renovation plans"", ""Businesses"", ""Benefits"", ""Initiators""]","[""COMMUNITY GARDEN""]","[""TURALYON""]",1,1,1
335,Who does LiHua ask for help with installing a curtain?,AdamSmith,"[""Curtain"", ""Installation process"", ""Person asking for help"", ""Instructions"", ""Tools required""]","[""CURTAIN""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
338,Who will bring the tools for the curtain installation?,AdamSmith,"[""Curtain rod"", ""Hanging hardware"", ""Screws"", ""Nails"", ""Tape measure""]",[],"[""ADAM SMITH"", ""ADAMSMITH""]",0,1,0
339,Who suggests exploring the PS5 settings for accessibility features and Game Help?,ThaneChambers,"[""Settings menu"", ""Controller adjustments"", ""Troubleshooting"", ""Help guide"", ""System settings""]",[],"[""THANECHAMBERS""]",0,1,0
340,What feature on the PS5 does Ileana praise for making switching between games smoother?,Control Center,"[""Gamepad"", ""Controller"", ""DualSense"", ""Touchpad"", ""Motion controls""]",[],"[""CONTROL CENTER""]",0,1,0
343,Which game is LiHua currently obsessed with for its graphics and storytelling?,God of War,"[""LiHua"", ""Game title"", ""Graphics quality"", ""Narrative content"", ""Player engagement""]","[""LI HUA"", ""LIHUA"", ""PLAYER ENGAGEMENT""]","[""GOD OF WAR""]",1,1,1
344,What game is Helios currently playing and finds the world and gameplay mechanics stunning?,Horizon Forbidden West,"[""Player"", ""Game development"", ""Game design"", ""Gameplay elements"", ""Game experience""]","[""GAME DESIGN"", ""GAME DEVELOPMENT"", ""GAME EXPERIENCE"", ""PLAYER""]","[""HORIZON FORBIDDEN WEST""]",1,1,0
347,Which game does Helios suggest for tactical fun with a great story and character development?,Fire Emblem,"[""Helios"", ""Game title"", ""Tactical gameplay"", ""Storyline"", ""Character arcs""]","[""CHARACTER ARCS"", ""HELIOS"", ""STORYLINE"", ""TACTICAL GAMEPLAY""]","[""FIRE EMBLEM""]",1,1,1
350,Which game does Dyllan recommend for turn-based combat and art style?,Octopath Traveler,"[""Dyllan"", ""Combat mechanics"", ""Visual style"", ""Game genre"", ""Player preference""]","[""COMBAT MECHANICS"", ""DYLLAN""]","[""OCTOPATH TRAVELER""]",1,1,1
351,"Who is ThaneChambers' favorite character in ""Octopath Traveler""?",Primrose,"[""Character development"", ""Gameplay mechanics"", ""Storyline"", ""Player preferences""]","[""CHARACTER DEVELOPMENT"", ""GAMEPLAY MECHANICS"", ""STORYLINE""]","[""PRIMROSE""]",1,1,1
358,Who asks Emily if she has read The Lord of the Rings novels?,LiHua,"[""Ask"", ""Read"", ""Novels"", ""Answer""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
359,What TV series does LiHua mention that they are curious about in relation to The Lord of the Rings?,The Rings of Power,"[""Series titles"", ""Episode details"", ""Production companies"", ""Cast members"", ""Plot summaries""]",[],"[""THE RINGS OF POWER""]",0,1,0
361,Which character does LiHua mention as their favorite and describe as inspiring?,Galadriel,"[""Character description"", ""Personal preference"", ""Influence""]",[],"[""GALADRIEL""]",0,1,0
368,Who initiates the suggestion to go to the grocery store after work on 20260923?,WolfgangSchulz,"[""Person"", ""Date"", ""Action"", ""Location""]","[""ACTION""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,0
378,Who asks LiHua to measure the window in the basement?,AdamSmith,"[""Window measurement"", ""Basement floor"", ""Measurement tool"", ""Person asking""]","[""WINDOW MEASUREMENT""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
381,Who initiates the discussion about binaural tones?,ChaeSong-hwa,"[""Auditory perception"", ""Sound waves"", ""Frequency modulation"", ""Brain processing"", ""Sensory input""]",[],"[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",0,1,0
384,Who congratulates LiHua on pushing their limits with the bench press?,JenniferMoore,"[""Sports training"", ""Strength training"", ""Weightlifting"", ""Performance metrics"", ""Recognition""]","[""STRENGTH TRAINING"", ""WEIGHT LIFTING"", ""WEIGHTLIFTING""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
388,Who suggests going out for hot pot?,LiHua,"[""Hot pot"", ""Restaurant"", ""Friends"", ""Family"", ""Eating out""]","[""FAMILY"", ""FRIENDS"", ""HOT POT"", ""RESTAURANT""]","[""LI HUA"", ""LIHUA""]",1,1,1
389,What type of hot pot does WolfgangSchulz prefer?,Sichuan,"[""Type of hot pot"", ""WolfgangSchulz's preference"", ""Cooking method""]","[""COOKING METHOD""]","[""SICHUAN""]",1,1,0
391,Who comes up with the idea of picking up drinks on the way to hot pot?,LiHua,"[""Drinkers"", ""Hot pot"", ""Table settings"", ""Conversation starters"", ""Social norms""]","[""HOT POT""]","[""LI HUA"", ""LIHUA""]",1,1,1
393,Who reminds everyone to drink water before and during the match?,JakeWatson,"[""Drink water"", ""Before match"", ""During match"", ""Sports hydration""]",[],"[""JAKEWATSON""]",0,1,0
399,What does Giselle remind everyone to do before practice?,Stretch,"[""Before practice"", ""What to do"", ""Everyone"", ""Reminder""]","[""EVERYONE""]",[],1,0,0
400,Who is considering buying Sekiro: Shadows Die Twice and asks for ThaneChambers' opinion?,LiHua,"[""Game review"", ""Player feedback"", ""Character analysis"", ""Game mechanics"", ""Reviewers""]","[""CHARACTER ANALYSIS"", ""GAME MECHANICS"", ""PLAYER FEEDBACK""]","[""LI HUA"", ""LIHUA""]",1,1,0
404,What game is ThaneChambers currently playing?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Game genre"", ""Game platform"", ""Game status""]",[],"[""BLACK MYTH: WUKONG""]",0,1,0
409,Who informs LiHua that the new software is almost done?,WolfgangSchulz,"[""Person"", ""Software development"", ""Communication"", ""Status update""]","[""COMMUNICATION"", ""SOFTWARE DEVELOPMENT""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
411,Who asks Jake to play as the goalkeeper for soccer training?,LiHua,"[""Player position"", ""Training session"", ""Team selection"", ""Game strategy""]","[""GAME STRATEGY"", ""TRAINING SESSION""]","[""LI HUA"", ""LIHUA""]",1,1,1
413,Who discusses classic matches between Barca and Bayern with Jake?,LiHua,"[""Match history"", ""Player performances"", ""Broadcasting"", ""Fan discussions""]","[""FAN DISCUSSIONS""]","[""LI HUA"", ""LIHUA""]",1,1,0
416,Who does Jake believe has the potential to be a game-changer for Barca?,Pedri,"[""Players"", ""Team dynamics"", ""Strategic decisions"", ""Performance"", ""Success""]","[""PERFORMANCE"", ""TEAM DYNAMICS""]","[""PEDRI""]",1,1,0
420,Who does LiHua pick as the best football manager of all time?,Pep Guardiola,"[""Manager selection"", ""Historical figures"", ""Football clubs"", ""Player performance"", ""Managerial style""]","[""PLAYER PERFORMANCE""]","[""PEP GUARDIOLA""]",1,1,0
422,"Which team's style of play does Farrah remember as ""Total football""?",Barcelona,"[""Football style"", ""Team tactics"", ""Player memory"", ""Game strategy""]","[""GAME STRATEGY"", ""TEAM TACTICS""]","[""BARCELONA""]",1,1,1
423,What playing style is associated with Guardiola's Barcelona team?,Tiki-taka,"[""Tiki-Taka"", ""Set pieces"", ""Passing"", ""Defensive structure"", ""Ball control""]","[""BALL CONTROL"", ""DEFENSIVE STRUCTURE"", ""PASSING"", ""SET PIECES"", ""TIKI-TAKA""]","[""TIKI-TAKA""]",1,1,1
424,Which player's development under Guardiola does Jasper mention?,Phil Foden,"[""Player"", ""Development"", ""Guardiola's tactics"", ""Jasper's role""]","[""DEVELOPMENT"", ""PLAYER""]","[""PHIL FODEN""]",1,1,0
425,What player's midfield importance does Aurora highlight?,Rodri,"[""Midfielder"", ""Positional importance"", ""Team tactics"", ""Player role"", ""Game analysis""]","[""GAME ANALYSIS"", ""MIDFIELDER"", ""TEAM TACTICS""]","[""RODRI""]",1,1,0
426,Who will bring cones for drills at the match?,Farrah,"[""Players"", ""Equipment maintenance"", ""Sports event"", ""Drill preparation""]",[],"[""FARRAH""]",0,1,0
428,What will LiHua bring for everyone to enjoy after the match?,Snacks,"[""Gifts"", ""Food"", ""Drink"", ""Accompaniment""]","[""FOOD""]","[""SNACKS""]",1,1,0
429,Which match does Jasper mention that Manchester City played recently?,Against Chelsea in the Premier League,"[""Match details"", ""Player performance"", ""Team strategy"", ""Game outcome""]","[""GAME OUTCOME"", ""PLAYER PERFORMANCE"", ""TEAM STRATEGY""]",[],1,0,0
430,Who scored a stunner in the Manchester City vs. Chelsea match as mentioned in the conversation?,Phil Foden,"[""Player"", ""Goal"", ""Match result"", ""Score"", ""Team""]","[""GOAL"", ""PLAYER"", ""TEAM""]","[""PHIL FODEN""]",1,1,0
433,Who checks in with LiHua about their arm muscles after the bench press session?,JenniferMoore,"[""Post-workout check"", ""Muscle recovery"", ""Physical assessment"", ""Exercise routine""]","[""EXERCISE ROUTINE"", ""MUSCLE RECOVERY""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
435,What snack does LiHua agree to bring for the movie?,Chips,"[""Snack type"", ""LiHua's preference"", ""Movie attendance""]",[],"[""CHIPS""]",0,1,0
437,Who will pick up the snacks and drinks on their way before the movie?,LiHua,"[""Snack distribution"", ""Drink service"", ""Crowd management"", ""Event coordination"", ""Transportation""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
438,Who initiated the discussion about Cersei's journey in Game of Thrones?,EmilyBurnett,"[""Episode"", ""Character development"", ""Narrative"", ""Plot progression"", ""Themes""]","[""CHARACTER DEVELOPMENT"", ""EPISODE"", ""NARRATIVE""]","[""EMILY BURNETT"", ""EMILYBURNETT""]",1,1,1
441,Which character's dynamic with Cersei is mentioned as complicated?,Jaime,"[""Character development"", ""Relationship dynamics"", ""Cersei's interactions"", ""Complexity of connection""]","[""CHARACTER DEVELOPMENT"", ""RELATIONSHIP DYNAMICS""]","[""JAIME""]",1,1,1
456,Who initiates the discussion about game storytelling?,ThaneChambers,"[""Game designers"", ""Players"", ""Storytellers"", ""Dialogue systems"", ""Plot development""]",[],"[""THANECHAMBERS""]",0,1,0
457,What game does ThaneChambers consider their top choice for storytelling?,The Last of Us,"[""Game titles"", ""Narrative style"", ""Player experience"", ""Game mechanics"", ""Story content""]","[""GAME MECHANICS"", ""NARRATIVE STYLE"", ""PLAYER EXPERIENCE""]","[""THE LAST OF US""]",1,1,0
458,Which game's narrative does Bronwyn appreciate for its father-son dynamic?,God of War,"[""Game"", ""Narrative"", ""Father"", ""Son"", ""Dynamic""]","[""GAME"", ""NARRATIVE""]","[""GOD OF WAR""]",1,1,0
459,What game does Gavriel mention for its characters and plot twists?,Final Fantasy VII Remake,"[""Gavriel"", ""Game details"", ""Character development"", ""Plot structure""]","[""CHARACTER DEVELOPMENT"", ""GAVRIEL""]","[""FINAL FANTASY VII REMAKE""]",1,1,1
461,What game does Elara mention for making her emotional?,Bioshock Infinite,"[""Game recommendation"", ""Emotional response"", ""Player experience""]","[""EMOTIONAL RESPONSE"", ""GAME RECOMMENDATION"", ""PLAYER EXPERIENCE""]","[""BIOSHOCK INFINITE""]",1,1,0
463,What game does Dyllan describe as epic for its samurai culture?,Ghost of Tsushima,"[""Dyllan"", ""Game description"", ""Epic status"", ""Samurai elements"", ""Cultural themes""]","[""CULTURAL THEMES"", ""DYLLAN""]","[""GHOST OF TSUSHIMA""]",1,1,1
469,Which game does Ileana mention for its unique world and storytelling?,Horizon Zero Dawn,"[""Ileana"", ""World-building"", ""Narrative structure"", ""Gameplay""]","[""GAMEPLAY"", ""ILEANA"", ""NARRATIVE STRUCTURE"", ""WORLD BUILDING"", ""WORLD-BUILDING"", ""WORLDBUILDING""]","[""HORIZON ZERO DAWN""]",1,1,1
470,What game does LiHua mention for exploring themes of choice & consciousness & humanity?,Detroit: Become Human,"[""LiHua"", ""Exploring"", ""Game mechanics"", ""Narrative"", ""Player choices"", ""Character development"", ""Ethical dilemmas"", ""Philosophical questions""]","[""CHARACTER DEVELOPMENT"", ""ETHICAL DILEMMAS"", ""EXPLORING"", ""GAME MECHANICS"", ""LI HUA"", ""LIHUA"", ""NARRATIVE"", ""PHILOSOPHICAL QUESTIONS"", ""PLAYER CHOICES""]","[""DETROIT: BECOME HUMAN""]",1,1,1
471,Which game does Dyllan say raised interesting questions and moral dilemmas?,Detroit: Become Human,"[""Dyllan"", ""Gameplay mechanics"", ""Narrative choices"", ""Player decisions"", ""Ethical scenarios""]","[""DYLLAN"", ""GAMEPLAY MECHANICS"", ""PLAYER DECISIONS""]","[""DETROIT: BECOME HUMAN""]",1,1,1
472,What game does Dyllan recall for its intimate feel and dialogue?,Firewatch,"[""Recall"", ""Emotional connection"", ""Speech patterns"", ""Player interaction""]","[""EMOTIONAL CONNECTION"", ""PLAYER INTERACTION""]","[""FIREWATCH""]",1,1,1
473,Which game does LiHua mention for playing with various storytelling tropes?,The Stanley Parable,"[""Game titles"", ""Narrative elements"", ""Player interaction"", ""Tropes"", ""Game mechanics""]","[""GAME MECHANICS"", ""PLAYER INTERACTION""]","[""THE STANLEY PARABLE""]",1,1,0
476,Who offers to help with the installation of the curtains?,AdamSmith,"[""Curtains"", ""Installation"", ""Service provider"", ""Installation process"", ""Help""]","[""CURTAINS"", ""INSTALLATION""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
480,Who proposes the idea of adding tables near the benches?,RexxarRemar,"[""Benches"", ""Tables"", ""Proposer"", ""Concept"", ""Suggestion""]","[""BENCHES"", ""TABLES""]","[""REXXAR REMAR"", ""REXXARREMAR""]",1,1,1
483,Who is excited to see how the garden evolves?,Thrall,"[""Garden"", ""Planting"", ""Maintenance"", ""Seasons"", ""Care""]","[""GARDEN"", ""MAINTENANCE"", ""PLANTING""]","[""THRALL""]",1,1,1
487,Who offers to check with friends for live music performance?,ArthasMenethil,"[""Friend recommendations"", ""Online platforms"", ""Performance venues"", ""Event details"", ""Contact information""]",[],"[""ARTHAS MENETHIL"", ""ARTHASMENETHIL""]",0,1,0
489,Who suggests doing a group purchase of the new games?,ThaneChambers,"[""Group buying"", ""Game purchases"", ""Recommendations"", ""Online retailers"", ""Shopping platforms""]",[],"[""THANECHAMBERS""]",0,1,0
503,What team does JakeWatson admire for their comebacks?,Real Madrid,"[""JakeWatson"", ""Team"", ""Comebacks"", ""Loyalty""]","[""JAKEWATSON"", ""LOYALTY"", ""TEAM""]","[""REAL MADRID""]",1,1,1
510,Who is Real Madrid's coach according to Ivor?,Ancelotti,"[""Coach"", ""Ivor"", ""Real Madrid"", ""Sports"", ""Team""]","[""IVOR"", ""REAL MADRID"", ""TEAM""]","[""ANCELOTTI""]",1,1,1
514,Who offers to bring cones for the soccer practice?,Aurora,"[""Cones for soccer"", ""Practice session"", ""Individuals"", ""Group members""]","[""PRACTICE SESSION""]","[""AURORA""]",1,1,1
516,Who suggests getting pizza for dinner?,WolfgangSchulz,"[""Restaurant"", ""Cooking"", ""Table setting"", ""Dining etiquette"", ""Food preferences""]","[""COOKING"", ""FOOD PREFERENCES"", ""RESTAURANT""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
520,Who invites LiHua to taste a new bread recipe?,HaileyJohnson,"[""Bread recipe"", ""Invitation details"", ""Person inviting""]","[""BREAD RECIPE""]","[""HAILEYJOHNSON""]",1,1,1
536,What game does ThaneChambers remember as LiHua's favorite?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Favorite game""]",[],"[""BLACK MYTH: WUKONG""]",0,1,0
539,"Who is LiHua's favorite character in the game ""Black Myth: Wukong""?",Wukong,"[""Wukong"", ""Monkey King"", ""Gameplay"", ""Characters"", ""Game mechanics""]","[""GAME MECHANICS"", ""GAMEPLAY"", ""WUKONG""]","[""WUKONG""]",1,1,1
543,Does LiHua play the game solo or with friends?,Both,"[""Game"", ""Friends"", ""Play mode"", ""Player count""]","[""FRIENDS"", ""GAME""]",[],1,0,0
545,What TV series does EmilyBurnett remember LiHua likes?,Chernobyl,"[""Series recommendation"", ""Favorite shows"", ""Viewer preferences"", ""User preferences""]",[],"[""CHERNOBYL""]",0,1,0
547,What is EmilyBurnett's favorite TV show?,Game of Thrones,"[""TV show"", ""Favorite"", ""Emil yBurnett"", ""Show""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""TV SHOW""]","[""GAME OF THRONES""]",1,1,1
550,What TV series is EmilyBurnett currently watching?,The Last of Us,"[""Series title"", ""Streaming platforms"", ""Viewing habits"", ""Content preferences""]","[""VIEWING HABITS""]","[""THE LAST OF US""]",1,1,0
551,What TV show does EmilyBurnett recommend LiHua to watch?,The Last of Us,"[""TV series"", ""Streaming platforms"", ""Content suggestions"", ""User preferences"", ""Watchlist""]","[""TV SERIES""]","[""THE LAST OF US""]",1,1,0
569,What is on WolfgangSchulz's list for a future trip?,Italy,"[""Destination"", ""Accommodation"", ""Transportation"", ""Budget"", ""Activities"", ""Timeline""]",[],"[""ITALY""]",0,1,0
570,What does WolfgangSchulz want to check out in Italy?,Cinque Terre,"[""Country"", ""Location"", ""Action""]","[""ACTION""]","[""CINQUE TERRE""]",1,1,0
