sample_id,question,answer,llm_start_entities,matched_start_nodes,answer_candidates,start_in_entity_db,answer_mappable,reachable_at_5
112,Who invites Li Hua to join the community bake sale?,Adam Smith,"[""Li Hua"", ""community bake sale""]","[""COMMUNITY BAKE SALE"", ""LI HUA"", ""LIHUA""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
129,Who is delivering the bread to Li Hua on 20260403?,Alice,"[""Li Hua"", ""20260403"", ""delivery""]","[""DELIVERY"", ""LI HUA"", ""LIHUA""]","[""ALICE""]",1,1,1
133,What new song does the Jolly band decide to work on for the jam session according to their discussion on 20260410?,Stand By Me,"[""Jolly band"", ""20260410"", ""new song""]","[""JOLLY BAND"", ""NEW SONG""]","[""'STAND BY ME'"", ""STAND BY ME""]",1,1,1
138,Who proposes that the band takes a break from jamming this week?,Wolfgang Schulz,"[""the band""]","[""THE BAND""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
143,Who is Li Hua bringing to the band's jam session according to their discussion on 20260425?,ChaeSong-hwa,"[""Li Hua"", ""20260425""]","[""LI HUA"", ""LIHUA""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
148,What is the name of the Italian restaurant where Wolfgang and Li Hua are having dinner to celebrate Wolfgang's promotion?,Venedia Grancaffe,"[""Wolfgang"", ""Li Hua"", ""Italian restaurant""]","[""ITALIAN RESTAURANT"", ""LI HUA"", ""LIHUA"", ""WOLFGANG""]","[""VENEDIA GRANCAFFE""]",1,1,1
162,What does LiHua find as a perfect place to work in his conversation with Chae?,The Lighthouse Cafe,"[""LiHua"", ""Chae"", ""perfect place to work""]","[""CHAE"", ""LI HUA"", ""LIHUA""]","[""THE LIGHTHOUSE CAFE""]",1,1,1
168,What is the name of the song LiHua suggests revisiting for the band's music session according to their conversation on 20260529?,The History of Everything,"[""LiHua"", ""20260529"", ""song"", ""music session""]","[""LI HUA"", ""LIHUA"", ""MUSIC SESSION""]","[""THE HISTORY OF EVERYTHING""]",1,1,1
171,What is the name of Hailey Johnson's new weekly flavor cheese?,Hazelnut Basque Roasted Cheese,"[""Hailey Johnson's new weekly flavor cheese""]",[],"[""HAZELNUT BASQUE ROASTED CHEESE""]",0,1,0
178,Who proposes adding some outdoor games or a small water feature to the children's play areain the community discussion?,Thrall,"[""children's play area"", ""outdoor games"", ""water feature""]","[""CHILDREN'S PLAY AREA"", ""OUTDOOR GAMES"", ""WATER FEATURE""]","[""THRALL""]",1,1,1
179,Who proposes adding picnic tables for families to enjoy some snacks after playing?,Li Hua,"[""Who proposes adding picnic tables for families to enjoy some snacks after playing?""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
180,Who proposes creating a little garden area where kids can help plant flowers or vegetables?,GromHellscream,"[""Who proposes creating a little garden area where kids can help plant flowers or vegetables""]",[],"[""GROM HELLSCREAM"", ""GROMHELLSCREAM""]",0,1,0
194,What song does Yuriko propose that the band can practice this weekend according to the band's discussion on 20260703?,Take Me Home Country Roads by John Denver,"[""Yuriko"", ""20260703"", ""band"", ""song""]","[""BAND"", ""YURIKO""]",[],1,0,0
195,What is the name of the song that Yuriko recommend to the band on 20260706?,Rolling in the Deep by Adele,"[""Yuriko"", ""20260706"", ""song""]","[""YURIKO""]",[],1,0,0
206,What is Wolfgang's favorite superhero?,Iron Man,"[""Wolfgang's favorite superhero""]",[],"[""IRON MAN""]",0,1,0
207,What is LiHua's favorite superhero?,Spider-Man,"[""LiHua's favorite superhero""]",[],"[""SPIDER-MAN""]",0,1,0
212,Who is recommended by Jennifer to share some fitness tips in the gym group chat on 20260730?,LiHua,"[""Jennifer"", ""20260730"", ""fitness tips"", ""gym group chat""]","[""FITNESS TIPS"", ""JENNIFER""]","[""LI HUA"", ""LIHUA""]",1,1,1
225,Who offers to help with setting up for the garage sale?,AdamSmith,"[""Who offers to help with setting up for the garage sale?""]",[],"[""ADAM SMITH"", ""ADAMSMITH""]",0,1,0
231,Who does Li Hua mention as their favorite character from The Witcher 3?,Geralt,"[""Li Hua"", ""The Witcher 3"", ""favorite character""]","[""LI HUA"", ""LIHUA"", ""THE WITCHER 3""]","[""GERALT""]",1,1,1
234,Which scene stood out for Li Hua in The Witcher 3?,"The ""Battle of Kaer Morhen""","[""The Witcher 3"", ""Li Hua"", ""scene""]","[""LI HUA"", ""LIHUA"", ""THE WITCHER 3""]",[],1,0,0
241,Which upcoming PS5 exclusive game does Gavriel express curiosity about?,Ghostwire: Tokyo,"[""PS5 exclusive game""]",[],"[""GHOSTWIRE: TOKYO""]",0,1,0
244,Who shared a music theory tutorial with the group?,Chae Song-hwa,"[""the group""]","[""THE GROUP""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
246,What is Kendall's relationship with Logan like according to the group's discussion?,Toxic,"[""Kendall's relationship with Logan""]",[],[],0,0,0
255,Who is the most hateable character in Game of Thrones in Orion's opinion?,Ramsay Bolton,"[""Orion's opinion""]",[],"[""RAMSAY BOLTON""]",0,1,0
256,Who is the most hateable character in Game of Thrones in Merrick's opinion?,Cersei Lannister,"[""Merrick's opinion""]",[],"[""CERSEI LANNISTER""]",0,1,0
257,What is the common interest between Li Hua and Jake Watson?,Soccer,"[""Li Hua"", ""Jake Watson""]","[""JAKEWATSON"", ""LI HUA"", ""LIHUA""]","[""SOCCER""]",1,1,1
258,What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Lullabies,"[""Li Hua"", ""Chae Song-hwa"", ""playlist"", ""babies"", ""songs""]","[""BABIES"", ""CHAE SONG-HWA"", ""CHAESONG-HWA"", ""LI HUA"", ""LIHUA"", ""PLAYLIST"", ""SONGS""]","[""LULLABIES""]",1,1,1
274,Who is the best midfielder in the past decade in JakeWatson's opinion?,Luka Modrić,"[""JakeWatson"", ""best midfielder in the past decade""]","[""JAKEWATSON""]","[""LUKA MODRIĆ""]",1,1,1
283,Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Tyrion Lannister,"[""EmilyBurnett"", ""Game of Thrones""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""GAME OF THRONES""]","[""TYRION LANNISTER""]",1,1,1
306,Who does JakeWatson consider the best defender in the history of FC Barcelona?,Carles Puyol,"[""JakeWatson"", ""FC Barcelona""]","[""FC BARCELONA"", ""JAKEWATSON""]","[""CARLES PUYOL""]",1,1,1
316,Who suggests hitting Starbucks after work on 20260918?,WolfgangSchulz,"[""Starbucks""]","[""STARBUCKS""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
320,Which game does LiHua mention he's been playing on 20260920?,Call of Duty: Warzone,"[""LiHua"", ""20260920"", ""game""]","[""GAME"", ""LI HUA"", ""LIHUA""]","[""CALL OF DUTY: WARZONE""]",1,1,1
328,Who initiated the discussion about the community garden renovation and its benefits to local businesses?,Turalyon,"[""the community garden renovation""]","[""THE COMMUNITY GARDEN RENOVATION""]","[""TURALYON""]",1,1,1
335,Who does LiHua ask for help with installing a curtain?,AdamSmith,"[""LiHua"", ""curtain installation""]","[""CURTAIN INSTALLATION"", ""LI HUA"", ""LIHUA""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
338,Who will bring the tools for the curtain installation?,AdamSmith,"[""tools for the curtain installation""]",[],"[""ADAM SMITH"", ""ADAMSMITH""]",0,1,0
339,Who suggests exploring the PS5 settings for accessibility features and Game Help?,ThaneChambers,"[""PS5 settings"", ""accessibility features"", ""Game Help""]","[""ACCESSIBILITY FEATURES"", ""GAME HELP""]","[""THANECHAMBERS""]",1,1,1
340,What feature on the PS5 does Ileana praise for making switching between games smoother?,Control Center,"[""PS5"", ""switching between games""]","[""PS5""]","[""CONTROL CENTER""]",1,1,1
343,Which game is LiHua currently obsessed with for its graphics and storytelling?,God of War,"[""LiHua"", ""game""]","[""GAME"", ""LI HUA"", ""LIHUA""]","[""GOD OF WAR""]",1,1,1
344,What game is Helios currently playing and finds the world and gameplay mechanics stunning?,Horizon Forbidden West,"[""Helios"", ""game"", ""world"", ""gameplay mechanics""]","[""GAME"", ""GAMEPLAY MECHANICS"", ""HELIOS"", ""WORLD""]","[""HORIZON FORBIDDEN WEST""]",1,1,1
347,Which game does Helios suggest for tactical fun with a great story and character development?,Fire Emblem,"[""Helios"", ""tactical fun"", ""great story"", ""character development""]","[""CHARACTER DEVELOPMENT"", ""HELIOS""]","[""FIRE EMBLEM""]",1,1,1
350,Which game does Dyllan recommend for turn-based combat and art style?,Octopath Traveler,"[""Dyllan"", ""turn-based combat"", ""art style""]","[""ART STYLE"", ""DYLLAN"", ""TURN-BASED COMBAT""]","[""OCTOPATH TRAVELER""]",1,1,1
351,"Who is ThaneChambers' favorite character in ""Octopath Traveler""?",Primrose,"[""ThaneChambers"", ""Octopath Traveler""]","[""OCTOPATH TRAVELER"", ""THANECHAMBERS""]","[""PRIMROSE""]",1,1,1
358,Who asks Emily if she has read The Lord of the Rings novels?,LiHua,"[""Emily"", ""The Lord of the Rings""]","[""THE LORD OF THE RINGS""]","[""LI HUA"", ""LIHUA""]",1,1,1
359,What TV series does LiHua mention that they are curious about in relation to The Lord of the Rings?,The Rings of Power,"[""LiHua"", ""The Lord of the Rings"", ""TV series""]","[""LI HUA"", ""LIHUA"", ""THE LORD OF THE RINGS"", ""TV SERIES""]","[""THE RINGS OF POWER""]",1,1,1
361,Which character does LiHua mention as their favorite and describe as inspiring?,Galadriel,"[""LiHua"", ""favorite character"", ""inspiring""]","[""LI HUA"", ""LIHUA""]","[""GALADRIEL""]",1,1,1
368,Who initiates the suggestion to go to the grocery store after work on 20260923?,WolfgangSchulz,"[""20260923"", ""grocery store"", ""suggestion"", ""work""]","[""GROCERY STORE"", ""WORK""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
378,Who asks LiHua to measure the window in the basement?,AdamSmith,"[""LiHua"", ""basement""]","[""BASEMENT"", ""LI HUA"", ""LIHUA""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
381,Who initiates the discussion about binaural tones?,ChaeSong-hwa,"[""binaural tones""]","[""BINAURAL TONES""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
384,Who congratulates LiHua on pushing their limits with the bench press?,JenniferMoore,"[""LiHua"", ""bench press"", ""congratulates""]","[""BENCH PRESS"", ""LI HUA"", ""LIHUA""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
388,Who suggests going out for hot pot?,LiHua,"[""hot pot""]","[""HOT POT""]","[""LI HUA"", ""LIHUA""]",1,1,1
389,What type of hot pot does WolfgangSchulz prefer?,Sichuan,"[""WolfgangSchulz"", ""hot pot type""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]","[""SICHUAN""]",1,1,1
391,Who comes up with the idea of picking up drinks on the way to hot pot?,LiHua,"[""the idea of picking up drinks on the way to hot pot""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
393,Who reminds everyone to drink water before and during the match?,JakeWatson,"[""Who reminds everyone to drink water before and during the match""]",[],"[""JAKEWATSON""]",0,1,0
399,What does Giselle remind everyone to do before practice?,Stretch,"[""Giselle reminds everyone to do before practice""]",[],[],0,0,0
400,Who is considering buying Sekiro: Shadows Die Twice and asks for ThaneChambers' opinion?,LiHua,"[""Sekiro: Shadows Die Twice"", ""ThaneChambers""]","[""SEKIRO: SHADOWS DIE TWICE"", ""THANECHAMBERS""]","[""LI HUA"", ""LIHUA""]",1,1,1
404,What game is ThaneChambers currently playing?,Black Myth: Wukong,"[""ThaneChambers""]","[""THANECHAMBERS""]","[""BLACK MYTH: WUKONG""]",1,1,1
409,Who informs LiHua that the new software is almost done?,WolfgangSchulz,"[""LiHua"", ""new software""]","[""LI HUA"", ""LIHUA"", ""NEW SOFTWARE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
411,Who asks Jake to play as the goalkeeper for soccer training?,LiHua,"[""Jake""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
413,Who discusses classic matches between Barca and Bayern with Jake?,LiHua,"[""Jake""]",[],"[""LI HUA"", ""LIHUA""]",0,1,0
416,Who does Jake believe has the potential to be a game-changer for Barca?,Pedri,"[""Jake"", ""Barca""]","[""BARCA""]","[""PEDRI""]",1,1,1
420,Who does LiHua pick as the best football manager of all time?,Pep Guardiola,"[""LiHua"", ""best football manager of all time""]","[""LI HUA"", ""LIHUA""]","[""PEP GUARDIOLA""]",1,1,1
422,"Which team's style of play does Farrah remember as ""Total football""?",Barcelona,"[""Farrah"", ""Total football""]","[""FARRAH"", ""TOTAL FOOTBALL""]","[""BARCELONA""]",1,1,1
423,What playing style is associated with Guardiola's Barcelona team?,Tiki-taka,"[""Guardiola's Barcelona team""]",[],"[""TIKI-TAKA""]",0,1,0
424,Which player's development under Guardiola does Jasper mention?,Phil Foden,"[""Jasper""]","[""JASPER""]","[""PHIL FODEN""]",1,1,1
425,What player's midfield importance does Aurora highlight?,Rodri,"[""Aurora""]","[""AURORA""]","[""RODRI""]",1,1,1
426,Who will bring cones for drills at the match?,Farrah,"[""Who will bring cones for drills at the match""]",[],"[""FARRAH""]",0,1,0
428,What will LiHua bring for everyone to enjoy after the match?,Snacks,"[""LiHua"", ""match"", ""everyone""]","[""EVERYONE"", ""LI HUA"", ""LIHUA"", ""MATCH""]","[""SNACKS""]",1,1,1
429,Which match does Jasper mention that Manchester City played recently?,Against Chelsea in the Premier League,"[""Manchester City""]","[""MANCHESTER CITY""]",[],1,0,0
430,Who scored a stunner in the Manchester City vs. Chelsea match as mentioned in the conversation?,Phil Foden,"[""Manchester City vs. Chelsea match""]","[""MANCHESTER CITY VS. CHELSEA MATCH""]","[""PHIL FODEN""]",1,1,1
433,Who checks in with LiHua about their arm muscles after the bench press session?,JenniferMoore,"[""LiHua""]","[""LI HUA"", ""LIHUA""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
435,What snack does LiHua agree to bring for the movie?,Chips,"[""LiHua"", ""movie""]","[""LI HUA"", ""LIHUA"", ""MOVIE""]","[""CHIPS""]",1,1,1
437,Who will pick up the snacks and drinks on their way before the movie?,LiHua,"[""snacks and drinks""]","[""SNACKS AND DRINKS""]","[""LI HUA"", ""LIHUA""]",1,1,1
438,Who initiated the discussion about Cersei's journey in Game of Thrones?,EmilyBurnett,"[""Cersei Lannister""]","[""CERSEI LANNISTER""]","[""EMILY BURNETT"", ""EMILYBURNETT""]",1,1,1
441,Which character's dynamic with Cersei is mentioned as complicated?,Jaime,"[""Cersei""]","[""CERSEI""]","[""JAIME""]",1,1,1
456,Who initiates the discussion about game storytelling?,ThaneChambers,"[""Who initiates the discussion about game storytelling""]",[],"[""THANECHAMBERS""]",0,1,0
457,What game does ThaneChambers consider their top choice for storytelling?,The Last of Us,"[""ThaneChambers"", ""game"", ""storytelling""]","[""GAME"", ""STORYTELLING"", ""THANECHAMBERS""]","[""THE LAST OF US""]",1,1,1
458,Which game's narrative does Bronwyn appreciate for its father-son dynamic?,God of War,"[""Bronwyn"", ""father-son dynamic"", ""game""]","[""BRONWYN"", ""FATHER-SON DYNAMIC"", ""GAME""]","[""GOD OF WAR""]",1,1,1
459,What game does Gavriel mention for its characters and plot twists?,Final Fantasy VII Remake,"[""Gavriel"", ""game""]","[""GAME"", ""GAVRIEL""]","[""FINAL FANTASY VII REMAKE""]",1,1,1
461,What game does Elara mention for making her emotional?,Bioshock Infinite,"[""Elara"", ""game""]","[""ELARA"", ""GAME""]","[""BIOSHOCK INFINITE""]",1,1,1
463,What game does Dyllan describe as epic for its samurai culture?,Ghost of Tsushima,"[""Dyllan"", ""epic"", ""samurai culture""]","[""DYLLAN"", ""SAMURAI CULTURE""]","[""GHOST OF TSUSHIMA""]",1,1,1
469,Which game does Ileana mention for its unique world and storytelling?,Horizon Zero Dawn,"[""Ileana"", ""game"", ""unique world"", ""storytelling""]","[""GAME"", ""ILEANA"", ""STORYTELLING""]","[""HORIZON ZERO DAWN""]",1,1,1
470,What game does LiHua mention for exploring themes of choice & consciousness & humanity?,Detroit: Become Human,"[""LiHua"", ""choice"", ""consciousness"", ""humanity"", ""game""]","[""CHOICE"", ""CONSCIOUSNESS"", ""GAME"", ""HUMANITY"", ""LI HUA"", ""LIHUA""]","[""DETROIT: BECOME HUMAN""]",1,1,1
471,Which game does Dyllan say raised interesting questions and moral dilemmas?,Detroit: Become Human,"[""Dyllan"", ""game""]","[""DYLLAN"", ""GAME""]","[""DETROIT: BECOME HUMAN""]",1,1,1
472,What game does Dyllan recall for its intimate feel and dialogue?,Firewatch,"[""Dyllan"", ""intimate feel"", ""dialogue""]","[""DYLLAN""]","[""FIREWATCH""]",1,1,1
473,Which game does LiHua mention for playing with various storytelling tropes?,The Stanley Parable,"[""LiHua"", ""game""]","[""GAME"", ""LI HUA"", ""LIHUA""]","[""THE STANLEY PARABLE""]",1,1,1
476,Who offers to help with the installation of the curtains?,AdamSmith,"[""Who offers to help with the installation of the curtains?""]",[],"[""ADAM SMITH"", ""ADAMSMITH""]",0,1,0
480,Who proposes the idea of adding tables near the benches?,RexxarRemar,"[""Who proposes the idea of adding tables near the benches""]",[],"[""REXXAR REMAR"", ""REXXARREMAR""]",0,1,0
483,Who is excited to see how the garden evolves?,Thrall,"[""Who is excited to see how the garden evolves""]",[],"[""THRALL""]",0,1,0
487,Who offers to check with friends for live music performance?,ArthasMenethil,"[""Who offers to check with friends for live music performance""]",[],"[""ARTHAS MENETHIL"", ""ARTHASMENETHIL""]",0,1,0
489,Who suggests doing a group purchase of the new games?,ThaneChambers,"[""group purchase of the new games""]",[],"[""THANECHAMBERS""]",0,1,0
503,What team does JakeWatson admire for their comebacks?,Real Madrid,"[""JakeWatson""]","[""JAKEWATSON""]","[""REAL MADRID""]",1,1,1
510,Who is Real Madrid's coach according to Ivor?,Ancelotti,"[""Real Madrid's coach according to Ivor""]",[],"[""ANCELOTTI""]",0,1,0
514,Who offers to bring cones for the soccer practice?,Aurora,"[""who offers to bring cones for the soccer practice""]",[],"[""AURORA""]",0,1,0
516,Who suggests getting pizza for dinner?,WolfgangSchulz,"[""Who suggests getting pizza for dinner""]",[],"[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",0,1,0
520,Who invites LiHua to taste a new bread recipe?,HaileyJohnson,"[""LiHua"", ""invite"", ""taste"", ""new bread recipe""]","[""LI HUA"", ""LIHUA"", ""NEW BREAD RECIPE""]","[""HAILEYJOHNSON""]",1,1,1
536,What game does ThaneChambers remember as LiHua's favorite?,Black Myth: Wukong,"[""ThaneChambers"", ""LiHua"", ""game""]","[""GAME"", ""LI HUA"", ""LIHUA"", ""THANECHAMBERS""]","[""BLACK MYTH: WUKONG""]",1,1,1
539,"Who is LiHua's favorite character in the game ""Black Myth: Wukong""?",Wukong,"[""LiHua's favorite character in the game \""Black Myth: Wukong\""""]",[],"[""WUKONG""]",0,1,0
543,Does LiHua play the game solo or with friends?,Both,"[""LiHua"", ""game""]","[""GAME"", ""LI HUA"", ""LIHUA""]",[],1,0,0
545,What TV series does EmilyBurnett remember LiHua likes?,Chernobyl,"[""EmilyBurnett"", ""LiHua"", ""TV series""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""LI HUA"", ""LIHUA"", ""TV SERIES""]","[""CHERNOBYL""]",1,1,1
547,What is EmilyBurnett's favorite TV show?,Game of Thrones,"[""EmilyBurnett's favorite TV show""]",[],"[""GAME OF THRONES""]",0,1,0
550,What TV series is EmilyBurnett currently watching?,The Last of Us,"[""EmilyBurnett""]","[""EMILY BURNETT"", ""EMILYBURNETT""]","[""THE LAST OF US""]",1,1,1
551,What TV show does EmilyBurnett recommend LiHua to watch?,The Last of Us,"[""EmilyBurnett"", ""LiHua"", ""TV show""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""LI HUA"", ""LIHUA"", ""TV SHOW""]","[""THE LAST OF US""]",1,1,1
569,What is on WolfgangSchulz's list for a future trip?,Italy,"[""WolfgangSchulz's list for a future trip""]",[],"[""ITALY""]",0,1,0
570,What does WolfgangSchulz want to check out in Italy?,Cinque Terre,"[""WolfgangSchulz"", ""Italy""]","[""ITALY"", ""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]","[""CINQUE TERRE""]",1,1,1
