sample_id,question,answer,llm_start_entities,matched_start_nodes,answer_candidates,start_in_entity_db,answer_mappable,reachable_at_2
133,What new song does the Jolly band decide to work on for the jam session according to their discussion on 20260410?,Stand By Me,"[""Song title"", ""Band members"", ""Jam session date"", ""Music production"", ""Creative collaboration"", ""New song"", ""Jam session"", ""Band discussion"", ""20260410""]","[""CREATIVE COLLABORATION"", ""JAM SESSION"", ""NEW SONG""]","[""'STAND BY ME'"", ""STAND BY ME""]",1,1,1
138,Who proposes that the band takes a break from jamming this week?,Wolfgang Schulz,"[""Band members"", ""Jamming"", ""Proposal"", ""Week"", ""Band"", ""Break from jamming"", ""Proposes""]","[""BAND"", ""BREAK FROM JAMMING"", ""JAMMING""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
143,Who is Li Hua bringing to the band's jam session according to their discussion on 20260425?,ChaeSong-hwa,"[""Participants"", ""Event details"", ""Date"", ""Discussion content"", ""Li Hua"", ""Band's jam session"", ""20260425 discussion""]","[""LI HUA"", ""LIHUA""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
148,What is the name of the Italian restaurant where Wolfgang and Li Hua are having dinner to celebrate Wolfgang's promotion?,Venedia Grancaffe,"[""Restaurant name"", ""Wolfgang"", ""Li Hua"", ""Dining experience"", ""Promotion announcement"", ""Italian restaurant"", ""Wolfgang's promotion"", ""Dinner celebration""]","[""DINNER CELEBRATION"", ""ITALIAN RESTAURANT"", ""LI HUA"", ""LIHUA"", ""WOLFGANG""]","[""VENEDIA GRANCAFFE""]",1,1,1
162,What does LiHua find as a perfect place to work in his conversation with Chae?,The Lighthouse Cafe,"[""Work environment"", ""Job satisfaction"", ""Workplace culture"", ""Employment preferences"", ""Personal preferences"", ""LiHua"", ""Chae"", ""Perfect place to work"", ""Conversation""]","[""CHAE"", ""LI HUA"", ""LIHUA"", ""WORK ENVIRONMENT""]","[""THE LIGHTHOUSE CAFE""]",1,1,1
168,What is the name of the song LiHua suggests revisiting for the band's music session according to their conversation on 20260529?,The History of Everything,"[""Song name"", ""Band"", ""Music session"", ""Conversation details"", ""Date"", ""Song"", ""LiHua"", ""Band's music session"", ""Conversation"", ""20260529""]","[""BAND"", ""LI HUA"", ""LIHUA"", ""MUSIC SESSION""]","[""THE HISTORY OF EVERYTHING""]",1,1,1
171,What is the name of Hailey Johnson's new weekly flavor cheese?,Hazelnut Basque Roasted Cheese,"[""Flavor"", ""Cheese type"", ""Weekly release"", ""Product name"", ""Hailey Johnson"", ""Weekly flavor cheese"", ""Cheese name""]","[""FLAVOR"", ""HAILEYJOHNSON""]","[""HAZELNUT BASQUE ROASTED CHEESE""]",1,1,1
178,Who proposes adding some outdoor games or a small water feature to the children's play areain the community discussion?,Thrall,"[""Playgrounds"", ""Sports activities"", ""Community meetings"", ""Water features"", ""Child safety"", ""Outdoor games"", ""Community discussion"", ""Children's play area"", ""Water feature""]","[""CHILD SAFETY"", ""CHILDREN'S PLAY AREA"", ""COMMUNITY DISCUSSION"", ""COMMUNITY MEETINGS"", ""OUTDOOR GAMES"", ""WATER FEATURE""]","[""THRALL""]",1,1,1
179,Who proposes adding picnic tables for families to enjoy some snacks after playing?,Li Hua,"[""Playground"", ""Outdoor space"", ""Table placement"", ""Family interaction"", ""Snack options"", ""Picnic tables"", ""Families"", ""Snacks"", ""After playing""]","[""FAMILIES"", ""FAMILY INTERACTION"", ""OUTDOOR SPACE"", ""PICNIC TABLES"", ""PLAYGROUND"", ""SNACK OPTIONS"", ""SNACKS""]","[""LI HUA"", ""LIHUA""]",1,1,1
180,Who proposes creating a little garden area where kids can help plant flowers or vegetables?,GromHellscream,"[""Children"", ""Flowers"", ""Vegetables"", ""Planting"", ""Community"", ""Garden area"", ""Kids"", ""Plant flowers or vegetables"", ""Community involvement""]","[""CHILDREN"", ""COMMUNITY"", ""COMMUNITY INVOLVEMENT"", ""FLOWERS"", ""KIDS"", ""PLANTING"", ""VEGETABLES""]","[""GROM HELLSCREAM"", ""GROMHELLSCREAM""]",1,1,1
194,What song does Yuriko propose that the band can practice this weekend according to the band's discussion on 20260703?,Take Me Home Country Roads by John Denver,"[""Yuriko"", ""Band"", ""Practice session"", ""20260703 date"", ""Song"", ""Song proposal"", ""Band practice"", ""20260703 discussion""]","[""BAND"", ""BAND PRACTICE"", ""PRACTICE SESSION"", ""YURIKO""]",[],1,0,0
195,What is the name of the song that Yuriko recommend to the band on 20260706?,Rolling in the Deep by Adele,"[""Song name"", ""Date"", ""Recommendation"", ""Band members"", ""Yuriko's preference"", ""Song recommendation"", ""Yuriko"", ""Band"", ""20260706""]","[""BAND"", ""RECOMMENDATION"", ""YURIKO""]",[],1,0,0
206,What is Wolfgang's favorite superhero?,Iron Man,"[""Superhero"", ""Character"", ""Favorite"", ""Name"", ""Preference"", ""Wolfgang's favorite superhero"", ""Superhero preference"", ""Favorite character""]",[],"[""IRON MAN""]",0,1,0
207,What is LiHua's favorite superhero?,Spider-Man,"[""Superhero name"", ""Favorite character"", ""Hero identity"", ""Popular heroes"", ""LiHua"", ""Favorite superhero"", ""Superhero preferences""]","[""LI HUA"", ""LIHUA""]","[""SPIDER-MAN""]",1,1,1
212,Who is recommended by Jennifer to share some fitness tips in the gym group chat on 20260730?,LiHua,"[""Jennifer"", ""Fitness advice"", ""Group chat"", ""Date"", ""Share tips"", ""Fitness tips"", ""Gym group chat"", ""Recommendation"", ""20260730""]","[""FITNESS ADVICE"", ""FITNESS TIPS"", ""GROUP CHAT"", ""JENNIFER"", ""RECOMMENDATION""]","[""LI HUA"", ""LIHUA""]",1,1,1
225,Who offers to help with setting up for the garage sale?,AdamSmith,"[""Garage sale setup"", ""Shopping cart"", ""Decorations"", ""Items for sale"", ""Customer service"", ""Garage sale"", ""Help setting up"", ""Event organization""]","[""DECORATIONS"", ""GARAGE SALE""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
231,Who does Li Hua mention as their favorite character from The Witcher 3?,Geralt,"[""Character name"", ""Game title"", ""Player preference"", ""Li Hua"", ""The Witcher 3"", ""Favorite character""]","[""LI HUA"", ""LIHUA"", ""THE WITCHER 3""]","[""GERALT""]",1,1,1
234,Which scene stood out for Li Hua in The Witcher 3?,"The ""Battle of Kaer Morhen""","[""Game scene"", ""Character interaction"", ""Player experience"", ""Visual elements"", ""Narrative significance"", ""The Witcher 3"", ""Li Hua"", ""Scene standing out""]","[""LI HUA"", ""LIHUA"", ""PLAYER EXPERIENCE"", ""THE WITCHER 3""]",[],1,0,0
241,Which upcoming PS5 exclusive game does Gavriel express curiosity about?,Ghostwire: Tokyo,"[""Game titles"", ""Developer"", ""Release date"", ""Console"", ""Player experience"", ""PS5 exclusive game"", ""Gavriel's curiosity"", ""Upcoming games""]","[""PLAYER EXPERIENCE"", ""RELEASE DATE"", ""UPCOMING GAMES""]","[""GHOSTWIRE: TOKYO""]",1,1,1
244,Who shared a music theory tutorial with the group?,Chae Song-hwa,"[""Music theory"", ""Tutorial content"", ""Group members"", ""Shared knowledge"", ""Learning exchange"", ""Music theory tutorial"", ""Group sharing"", ""Educational exchange""]","[""MUSIC THEORY"", ""MUSIC THEORY TUTORIAL""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
246,What is Kendall's relationship with Logan like according to the group's discussion?,Toxic,"[""Kendall"", ""Logan"", ""Relationships"", ""Discussion"", ""Social interactions"", ""Kendall's relationship with Logan"", ""Group discussion"", ""Relationship dynamics""]","[""DISCUSSION"", ""GROUP DISCUSSION"", ""KENDALL"", ""LOGAN"", ""RELATIONSHIP DYNAMICS"", ""RELATIONSHIPS""]",[],1,0,0
255,Who is the most hateable character in Game of Thrones in Orion's opinion?,Ramsay Bolton,"[""Character analysis"", ""Hatefulness"", ""Personality traits"", ""Opinion expression"", ""Narrative perspective"", ""Hateable character"", ""Game of Thrones"", ""Orion's opinion""]","[""CHARACTER ANALYSIS"", ""GAME OF THRONES""]","[""RAMSAY BOLTON""]",1,1,1
256,Who is the most hateable character in Game of Thrones in Merrick's opinion?,Cersei Lannister,"[""Character analysis"", ""Hatefulness"", ""Game of Thrones characters"", ""Merrick's perspective"", ""Character evaluation"", ""Hateable character"", ""Game of Thrones"", ""Merrick's opinion""]","[""CHARACTER ANALYSIS"", ""CHARACTER EVALUATION"", ""GAME OF THRONES""]","[""CERSEI LANNISTER""]",1,1,1
257,What is the common interest between Li Hua and Jake Watson?,Soccer,"[""Names"", ""Relationship"", ""Shared preference"", ""Common interest"", ""Li Hua"", ""Jake Watson""]","[""JAKEWATSON"", ""LI HUA"", ""LIHUA""]","[""SOCCER""]",1,1,1
258,What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Lullabies,"[""Baby songs"", ""Lullabies"", ""Childcare playlists"", ""Parental preferences"", ""Music genres"", ""Songs for babies"", ""Playlist creation"", ""Parental music selection""]","[""LULLABIES"", ""MUSIC GENRES"", ""PLAYLIST CREATION""]","[""LULLABIES""]",1,1,1
274,Who is the best midfielder in the past decade in JakeWatson's opinion?,Luka Modrić,"[""Midfielder"", ""Opinion"", ""Decade"", ""Best midfielder"", ""JakeWatson's opinion"", ""Past decade""]","[""MIDFIELDER"", ""PAST DECADE""]","[""LUKA MODRIĆ""]",1,1,1
283,Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Tyrion Lannister,"[""Characters"", ""Plot development"", ""Themes"", ""Factions"", ""Role in the series"", ""EmilyBurnett"", ""Game of Thrones"", ""Standout character""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""GAME OF THRONES""]","[""TYRION LANNISTER""]",1,1,1
306,Who does JakeWatson consider the best defender in the history of FC Barcelona?,Carles Puyol,"[""FC Barcelona"", ""Defender"", ""Player performance"", ""Historical records"", ""Club reputation"", ""JakeWatson"", ""Best defender in FC Barcelona history"", ""Football club"", ""Defensive performance""]","[""DEFENDER"", ""FC BARCELONA"", ""JAKEWATSON"", ""PLAYER PERFORMANCE""]","[""CARLES PUYOL""]",1,1,1
316,Who suggests hitting Starbucks after work on 20260918?,WolfgangSchulz,"[""Starbucks"", ""Work schedule"", ""Date"", ""Advice"", ""Hitting Starbucks after work"", ""20260918"", ""Recommendation""]","[""RECOMMENDATION"", ""STARBUCKS"", ""WORK SCHEDULE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
320,Which game does LiHua mention he's been playing on 20260920?,Call of Duty: Warzone,"[""Date"", ""Game mention"", ""Player"", ""Game"", ""LiHua"", ""20260920""]","[""GAME"", ""LI HUA"", ""LIHUA"", ""PLAYER""]","[""CALL OF DUTY: WARZONE""]",1,1,1
328,Who initiated the discussion about the community garden renovation and its benefits to local businesses?,Turalyon,"[""Community garden"", ""Renovation plans"", ""Businesses"", ""Local economy"", ""Benefits"", ""Community garden renovation"", ""Local businesses"", ""Discussion initiation"", ""Benefits""]","[""COMMUNITY GARDEN"", ""COMMUNITY GARDEN RENOVATION"", ""LOCAL BUSINESSES""]","[""TURALYON""]",1,1,1
335,Who does LiHua ask for help with installing a curtain?,AdamSmith,"[""Curtain installation"", ""Hardware"", ""Tools"", ""Instructions"", ""Support"", ""LiHua"", ""Installing a curtain"", ""Help""]","[""CURTAIN INSTALLATION"", ""INSTALLING A CURTAIN"", ""LI HUA"", ""LIHUA"", ""SUPPORT"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
338,Who will bring the tools for the curtain installation?,AdamSmith,"[""Curtain rod"", ""Curtain track"", ""Curtain hanger"", ""Curtain pin"", ""Curtain fabric"", ""Curtain installation"", ""Tools"", ""Installation process""]","[""CURTAIN INSTALLATION"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
339,Who suggests exploring the PS5 settings for accessibility features and Game Help?,ThaneChambers,"[""Settings menu"", ""Controller adjustments"", ""Visual enhancements"", ""Audio settings"", ""Help documentation"", ""PS5 settings"", ""Accessibility features"", ""Game Help"", ""Console customization""]","[""ACCESSIBILITY FEATURES"", ""GAME HELP""]","[""THANECHAMBERS""]",1,1,1
340,What feature on the PS5 does Ileana praise for making switching between games smoother?,Control Center,"[""Switching between games"", ""Game transitions"", ""Controller input"", ""Load times"", ""Game loading"", ""PS5"", ""Game switching"", ""Smooth gameplay"", ""User experience""]","[""PS5"", ""USER EXPERIENCE""]","[""CONTROL CENTER""]",1,1,1
343,Which game is LiHua currently obsessed with for its graphics and storytelling?,God of War,"[""LiHua"", ""Game title"", ""Graphics quality"", ""Narrative structure"", ""Player engagement"", ""Game obsession"", ""Graphics"", ""Storytelling""]","[""GRAPHICS"", ""LI HUA"", ""LIHUA"", ""NARRATIVE STRUCTURE"", ""PLAYER ENGAGEMENT"", ""STORYTELLING""]","[""GOD OF WAR""]",1,1,1
344,What game is Helios currently playing and finds the world and gameplay mechanics stunning?,Horizon Forbidden West,"[""Current game"", ""Player experience"", ""Game design"", ""Mechanics"", ""Engagement"", ""Game"", ""Helios"", ""World"", ""Gameplay mechanics"", ""Stunning""]","[""GAME"", ""GAME DESIGN"", ""GAMEPLAY MECHANICS"", ""HELIOS"", ""PLAYER EXPERIENCE"", ""WORLD""]","[""HORIZON FORBIDDEN WEST""]",1,1,1
347,Which game does Helios suggest for tactical fun with a great story and character development?,Fire Emblem,"[""Helios"", ""Game title"", ""Tactical gameplay"", ""Storyline"", ""Character arcs"", ""Game recommendation"", ""Tactical fun"", ""Great story"", ""Character development""]","[""CHARACTER ARCS"", ""CHARACTER DEVELOPMENT"", ""GAME RECOMMENDATION"", ""HELIOS"", ""STORYLINE"", ""TACTICAL GAMEPLAY""]","[""FIRE EMBLEM""]",1,1,1
350,Which game does Dyllan recommend for turn-based combat and art style?,Octopath Traveler,"[""Dyllan"", ""Combat mechanics"", ""Visual design"", ""Game genres"", ""Player experience"", ""Game recommendation"", ""Turn-based combat"", ""Art style""]","[""ART STYLE"", ""COMBAT MECHANICS"", ""DYLLAN"", ""GAME RECOMMENDATION"", ""PLAYER EXPERIENCE"", ""TURN-BASED COMBAT"", ""VISUAL DESIGN""]","[""OCTOPATH TRAVELER""]",1,1,1
351,"Who is ThaneChambers' favorite character in ""Octopath Traveler""?",Primrose,"[""Game"", ""Character development"", ""Player choices"", ""Storyline"", ""ThaneChambers"", ""Favorite character"", ""Octopath Traveler""]","[""CHARACTER DEVELOPMENT"", ""GAME"", ""OCTOPATH TRAVELER"", ""PLAYER CHOICES"", ""STORYLINE"", ""THANECHAMBERS""]","[""PRIMROSE""]",1,1,1
358,Who asks Emily if she has read The Lord of the Rings novels?,LiHua,"[""Ask"", ""Read"", ""Novels"", ""Answer"", ""Emily"", ""The Lord of the Rings novels"", ""Question""]","[""THE LORD OF THE RINGS NOVELS""]","[""LI HUA"", ""LIHUA""]",1,1,1
359,What TV series does LiHua mention that they are curious about in relation to The Lord of the Rings?,The Rings of Power,"[""Series titles"", ""Actor names"", ""Episode details"", ""Production companies"", ""Streaming platforms"", ""TV series"", ""LiHua"", ""The Lord of the Rings"", ""Curiosity""]","[""LI HUA"", ""LIHUA"", ""THE LORD OF THE RINGS"", ""TV SERIES""]","[""THE RINGS OF POWER""]",1,1,1
361,Which character does LiHua mention as their favorite and describe as inspiring?,Galadriel,"[""Character description"", ""Personal preference"", ""Inspiration"", ""LiHua"", ""Favorite character"", ""Inspiring character""]","[""LI HUA"", ""LIHUA""]","[""GALADRIEL""]",1,1,1
368,Who initiates the suggestion to go to the grocery store after work on 20260923?,WolfgangSchulz,"[""Person"", ""Date"", ""Action"", ""Location"", ""Suggestion"", ""Grocery store"", ""Work schedule"", ""20260923""]","[""ACTION"", ""GROCERY STORE"", ""WORK SCHEDULE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
378,Who asks LiHua to measure the window in the basement?,AdamSmith,"[""Window measurement"", ""Basement floor"", ""Measurement tool"", ""Person asking"", ""LiHua"", ""Measure window"", ""Basement""]","[""BASEMENT"", ""LI HUA"", ""LIHUA"", ""WINDOW MEASUREMENT""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
381,Who initiates the discussion about binaural tones?,ChaeSong-hwa,"[""Auditory stimuli"", ""Brainwave patterns"", ""Frequency modulation"", ""Neurological response"", ""Acoustic environment"", ""Binaural tones"", ""Discussion initiation"", ""Audio perception""]","[""BINAURAL TONES""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
384,Who congratulates LiHua on pushing their limits with the bench press?,JenniferMoore,"[""Sports"", ""Training"", ""Physical exertion"", ""Recognition"", ""Achievement"", ""LiHua"", ""Bench press"", ""Congratulation"", ""Performance""]","[""ACHIEVEMENT"", ""BENCH PRESS"", ""LI HUA"", ""LIHUA"", ""PERFORMANCE"", ""PHYSICAL EXERTION"", ""TRAINING""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
388,Who suggests going out for hot pot?,LiHua,"[""Hot pot"", ""Restaurant"", ""Dining out"", ""Friends"", ""Family"", ""Going out for hot pot"", ""Social interaction"", ""Cultural dining""]","[""FAMILY"", ""FRIENDS"", ""HOT POT"", ""RESTAURANT"", ""SOCIAL INTERACTION""]","[""LI HUA"", ""LIHUA""]",1,1,1
389,What type of hot pot does WolfgangSchulz prefer?,Sichuan,"[""Type of hot pot"", ""Wolfgang Schulz"", ""Personal preference"", ""Hot pot"", ""WolfgangSchulz"", ""Preference""]","[""HOT POT"", ""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]","[""SICHUAN""]",1,1,1
391,Who comes up with the idea of picking up drinks on the way to hot pot?,LiHua,"[""Drink pick-up"", ""Hot pot"", ""Social gathering"", ""Cultural practice"", ""Personnel"", ""Idea generation"", ""Social interaction"", ""Drinks pickup"", ""Hot pot culture""]","[""HOT POT"", ""SOCIAL GATHERING"", ""SOCIAL INTERACTION""]","[""LI HUA"", ""LIHUA""]",1,1,1
393,Who reminds everyone to drink water before and during the match?,JakeWatson,"[""Water intake"", ""Pre-match"", ""During match"", ""Sports hydration"", ""Health guidelines"", ""Drink water"", ""Match"", ""Hydration"", ""Sports"", ""Health""]","[""HEALTH"", ""HYDRATION"", ""MATCH"", ""WATER INTAKE""]","[""JAKEWATSON""]",1,1,1
399,What does Giselle remind everyone to do before practice?,Stretch,"[""Before practice"", ""What to do"", ""Following rules"", ""Important reminders"", ""Giselle"", ""Practice"", ""Remind"", ""Instructions""]","[""GISELLE"", ""PRACTICE""]",[],1,0,0
400,Who is considering buying Sekiro: Shadows Die Twice and asks for ThaneChambers' opinion?,LiHua,"[""Game review"", ""Player feedback"", ""Character analysis"", ""Game mechanics"", ""Reviewers"", ""Sekiro: Shadows Die Twice"", ""ThaneChambers"", ""Opinion""]","[""CHARACTER ANALYSIS"", ""GAME MECHANICS"", ""PLAYER FEEDBACK"", ""SEKIRO: SHADOWS DIE TWICE"", ""THANECHAMBERS""]","[""LI HUA"", ""LIHUA""]",1,1,1
404,What game is ThaneChambers currently playing?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Current game"", ""Game"", ""ThaneChambers"", ""Current play""]","[""GAME"", ""THANECHAMBERS""]","[""BLACK MYTH: WUKONG""]",1,1,1
409,Who informs LiHua that the new software is almost done?,WolfgangSchulz,"[""Software development"", ""Communication"", ""Team member"", ""Project progress"", ""LiHua"", ""New software"", ""Informing""]","[""COMMUNICATION"", ""LI HUA"", ""LIHUA"", ""NEW SOFTWARE"", ""SOFTWARE DEVELOPMENT""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
411,Who asks Jake to play as the goalkeeper for soccer training?,LiHua,"[""Player position"", ""Training session"", ""Team sport"", ""Game play"", ""Jake"", ""Goalkeeper"", ""Soccer training"", ""Role""]","[""GAMEPLAY"", ""GOALKEEPER"", ""SOCCER TRAINING"", ""TRAINING SESSION""]","[""LI HUA"", ""LIHUA""]",1,1,1
413,Who discusses classic matches between Barca and Bayern with Jake?,LiHua,"[""Match history"", ""Player performances"", ""Team dynamics"", ""Fan discussions"", ""Soccer"", ""Classic matches"", ""Barca and Bayern"", ""Jake"", ""Football""]","[""FAN DISCUSSIONS"", ""FOOTBALL"", ""SOCCER"", ""TEAM DYNAMICS""]","[""LI HUA"", ""LIHUA""]",1,1,1
416,Who does Jake believe has the potential to be a game-changer for Barca?,Pedri,"[""Players"", ""Team dynamics"", ""Leadership"", ""Success"", ""Legacy"", ""Jake"", ""Barca"", ""Game-changer"", ""Potential""]","[""BARCA"", ""GAME-CHANGER"", ""LEADERSHIP"", ""LEGACY"", ""TEAM DYNAMICS""]","[""PEDRI""]",1,1,1
420,Who does LiHua pick as the best football manager of all time?,Pep Guardiola,"[""Football club"", ""Player performance"", ""Manager's strategy"", ""Historical context"", ""Fan opinion"", ""LiHua"", ""Best football manager"", ""Football management"", ""Manager selection""]","[""FOOTBALL MANAGEMENT"", ""LI HUA"", ""LIHUA"", ""PLAYER PERFORMANCE""]","[""PEP GUARDIOLA""]",1,1,1
422,"Which team's style of play does Farrah remember as ""Total football""?",Barcelona,"[""Football style"", ""Team strategy"", ""Player memory"", ""Game tactics"", ""Team's style of play"", ""Farrah"", ""Total football""]","[""FARRAH"", ""GAME TACTICS"", ""TEAM STRATEGY"", ""TOTAL FOOTBALL""]","[""BARCELONA""]",1,1,1
423,What playing style is associated with Guardiola's Barcelona team?,Tiki-taka,"[""Tiki-Taka"", ""Set pieces"", ""Ball control"", ""Defensive organization"", ""Pressing"", ""Playing style"", ""Guardiola's Barcelona team"", ""Football strategy""]","[""BALL CONTROL"", ""DEFENSIVE ORGANIZATION"", ""FOOTBALL STRATEGY"", ""PLAYING STYLE"", ""PRESSING"", ""SET PIECES"", ""TIKI-TAKA""]","[""TIKI-TAKA""]",1,1,1
424,Which player's development under Guardiola does Jasper mention?,Phil Foden,"[""Development under Guardiola"", ""Jasper's mention"", ""Player's growth"", ""Guardiola's influence"", ""Jasper's perspective"", ""Player's development"", ""Guardiola"", ""Jasper""]","[""GUARDIOLA"", ""JASPER""]","[""PHIL FODEN""]",1,1,1
425,What player's midfield importance does Aurora highlight?,Rodri,"[""Midfielder"", ""Positional importance"", ""Team formation"", ""Game plan"", ""Aurora's perspective"", ""Player's midfield importance"", ""Aurora's analysis"", ""Football strategy""]","[""FOOTBALL STRATEGY"", ""MIDFIELDER"", ""TEAM FORMATION""]","[""RODRI""]",1,1,1
426,Who will bring cones for drills at the match?,Farrah,"[""Players"", ""Equipment"", ""Training"", ""Sport"", ""Cones for drills"", ""Match"", ""Drills""]","[""CONES FOR DRILLS"", ""DRILLS"", ""EQUIPMENT"", ""MATCH"", ""TRAINING""]","[""FARRAH""]",1,1,1
428,What will LiHua bring for everyone to enjoy after the match?,Snacks,"[""Gifts"", ""Food"", ""Drink"", ""Games"", ""Tickets"", ""LiHua"", ""After the match"", ""Enjoy""]","[""FOOD"", ""GAMES"", ""LI HUA"", ""LIHUA""]","[""SNACKS""]",1,1,1
429,Which match does Jasper mention that Manchester City played recently?,Against Chelsea in the Premier League,"[""Match details"", ""Player performance"", ""Team strategy"", ""Game outcome"", ""Jasper"", ""Manchester City"", ""Recent match""]","[""GAME OUTCOME"", ""JASPER"", ""MANCHESTER CITY"", ""PLAYER PERFORMANCE"", ""TEAM STRATEGY""]",[],1,0,0
