sample_id,question,answer,llm_start_entities,matched_start_nodes,answer_candidates,start_in_entity_db,answer_mappable,reachable_at_5
112,Who invites Li Hua to join the community bake sale?,Adam Smith,"[""Li Hua"", ""Event organizers"", ""Guest list"", ""Attendance"", ""Community bake sale"", ""Invitations"", ""Social events""]","[""COMMUNITY BAKE SALE"", ""LI HUA"", ""LIHUA""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
129,Who is delivering the bread to Li Hua on 20260403?,Alice,"[""Bread"", ""Person delivering"", ""Date"", ""Delivery of bread"", ""Li Hua"", ""Date 20260403""]","[""BREAD"", ""DELIVERY OF BREAD"", ""LI HUA"", ""LIHUA""]","[""ALICE""]",1,1,1
133,What new song does the Jolly band decide to work on for the jam session according to their discussion on 20260410?,Stand By Me,"[""Song title"", ""Band members"", ""Session date"", ""Music production"", ""New song"", ""Jolly band"", ""Jam session"", ""20260410""]","[""JAM SESSION"", ""JOLLY BAND"", ""NEW SONG""]","[""'STAND BY ME'"", ""STAND BY ME""]",1,1,1
138,Who proposes that the band takes a break from jamming this week?,Wolfgang Schulz,"[""Band members"", ""Jamming"", ""Proposal"", ""Week"", ""Band"", ""Break from jamming"", ""Proposes""]","[""BAND"", ""BREAK FROM JAMMING"", ""JAMMING""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
143,Who is Li Hua bringing to the band's jam session according to their discussion on 20260425?,ChaeSong-hwa,"[""Participants"", ""Band members"", ""Date"", ""Discussion details"", ""Li Hua"", ""Band's jam session"", ""20260425 discussion""]","[""LI HUA"", ""LIHUA""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
148,What is the name of the Italian restaurant where Wolfgang and Li Hua are having dinner to celebrate Wolfgang's promotion?,Venedia Grancaffe,"[""Restaurant name"", ""Wolfgang"", ""Li Hua"", ""Dinner"", ""Promotion"", ""Italian restaurant"", ""Wolfgang's promotion"", ""Dinner celebration""]","[""DINNER"", ""DINNER CELEBRATION"", ""ITALIAN RESTAURANT"", ""LI HUA"", ""LIHUA"", ""PROMOTION"", ""WOLFGANG""]","[""VENEDIA GRANCAFFE""]",1,1,1
162,What does LiHua find as a perfect place to work in his conversation with Chae?,The Lighthouse Cafe,"[""Job satisfaction"", ""Work-life balance"", ""Career growth"", ""Company culture"", ""Employee benefits"", ""LiHua"", ""Chae"", ""Perfect place to work"", ""Workplace environment""]","[""CHAE"", ""LI HUA"", ""LIHUA"", ""WORK-LIFE BALANCE"", ""WORKPLACE ENVIRONMENT""]","[""THE LIGHTHOUSE CAFE""]",1,1,1
168,What is the name of the song LiHua suggests revisiting for the band's music session according to their conversation on 20260529?,The History of Everything,"[""Song name"", ""Conversation"", ""20260529 date"", ""Song"", ""LiHua"", ""Band's music session"", ""20260529""]","[""LI HUA"", ""LIHUA""]","[""THE HISTORY OF EVERYTHING""]",1,1,1
171,What is the name of Hailey Johnson's new weekly flavor cheese?,Hazelnut Basque Roasted Cheese,"[""Flavor profile"", ""Cheese type"", ""Weekly release"", ""Product name"", ""Hailey Johnson"", ""Weekly flavor cheese"", ""Cheese name""]","[""FLAVOR PROFILE"", ""HAILEYJOHNSON""]","[""HAZELNUT BASQUE ROASTED CHEESE""]",1,1,1
178,Who proposes adding some outdoor games or a small water feature to the children's play areain the community discussion?,Thrall,"[""Community members"", ""Playground"", ""Water fountain"", ""Game rules"", ""Facility improvement"", ""Outdoor games"", ""Community discussion"", ""Children's play area"", ""Water feature""]","[""CHILDREN'S PLAY AREA"", ""COMMUNITY DISCUSSION"", ""OUTDOOR GAMES"", ""PLAYGROUND"", ""WATER FEATURE""]","[""THRALL""]",1,1,1
179,Who proposes adding picnic tables for families to enjoy some snacks after playing?,Li Hua,"[""Playground"", ""Outdoor area"", ""Table"", ""Food"", ""Family members"", ""Picnic tables"", ""Families"", ""Snacks"", ""After playing""]","[""FAMILIES"", ""FOOD"", ""PICNIC TABLES"", ""PLAYGROUND"", ""SNACKS""]","[""LI HUA"", ""LIHUA""]",1,1,1
180,Who proposes creating a little garden area where kids can help plant flowers or vegetables?,GromHellscream,"[""Schools"", ""Parents"", ""Teachers"", ""Community centers"", ""Local government"", ""Garden area"", ""Kids"", ""Plant flowers"", ""Vegetables"", ""Community involvement""]","[""COMMUNITY INVOLVEMENT"", ""KIDS"", ""PARENTS"", ""VEGETABLES""]","[""GROM HELLSCREAM"", ""GROMHELLSCREAM""]",1,1,1
194,What song does Yuriko propose that the band can practice this weekend according to the band's discussion on 20260703?,Take Me Home Country Roads by John Denver,"[""Yuriko"", ""Band"", ""Practice session"", ""20260703"", ""Song"", ""Song proposal"", ""Band practice"", ""20260703 discussion""]","[""BAND"", ""BAND PRACTICE"", ""PRACTICE SESSION"", ""YURIKO""]",[],1,0,0
195,What is the name of the song that Yuriko recommend to the band on 20260706?,Rolling in the Deep by Adele,"[""Song name"", ""Date"", ""Band members"", ""Recommendation"", ""Song recommendation"", ""Yuriko"", ""Band"", ""20260706""]","[""BAND"", ""RECOMMENDATION"", ""YURIKO""]",[],1,0,0
206,What is Wolfgang's favorite superhero?,Iron Man,"[""Superhero"", ""Character"", ""Favorite"", ""Person"", ""Wolfgang's favorite superhero"", ""Superhero preference"", ""Favorite character""]",[],"[""IRON MAN""]",0,1,0
207,What is LiHua's favorite superhero?,Spider-Man,"[""Superhero"", ""Character"", ""Favorite"", ""Name"", ""Preference"", ""LiHua's favorite superhero"", ""Superhero preference"", ""Favorite character""]",[],"[""SPIDER-MAN""]",0,1,0
212,Who is recommended by Jennifer to share some fitness tips in the gym group chat on 20260730?,LiHua,"[""Jennifer"", ""Fitness advice"", ""Group chat"", ""Date"", ""Recommendation sender"", ""Fitness tips"", ""Gym group chat"", ""Recommendation"", ""20260730""]","[""FITNESS ADVICE"", ""FITNESS TIPS"", ""GROUP CHAT"", ""JENNIFER"", ""RECOMMENDATION""]","[""LI HUA"", ""LIHUA""]",1,1,1
225,Who offers to help with setting up for the garage sale?,AdamSmith,"[""Garage sale setup"", ""Shopping list"", ""Decorations"", ""Items for sale"", ""Customer service"", ""Garage sale"", ""Help setting up"", ""Event organization""]","[""DECORATIONS"", ""GARAGE SALE""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
231,Who does Li Hua mention as their favorite character from The Witcher 3?,Geralt,"[""Character name"", ""Game title"", ""Player preference"", ""Li Hua"", ""The Witcher 3"", ""Favorite character""]","[""LI HUA"", ""LIHUA"", ""THE WITCHER 3""]","[""GERALT""]",1,1,1
234,Which scene stood out for Li Hua in The Witcher 3?,"The ""Battle of Kaer Morhen""","[""Game"", ""Character"", ""Scene details"", ""Player experience"", ""Gameplay elements"", ""The Witcher 3"", ""Li Hua"", ""Scene standing out""]","[""GAME"", ""LI HUA"", ""LIHUA"", ""PLAYER EXPERIENCE"", ""THE WITCHER 3""]",[],1,0,0
241,Which upcoming PS5 exclusive game does Gavriel express curiosity about?,Ghostwire: Tokyo,"[""Game title"", ""Developer"", ""Release date"", ""Console"", ""Player experience"", ""PS5 exclusive game"", ""Gavriel's curiosity"", ""Upcoming game"", ""Game development""]","[""GAME DEVELOPMENT"", ""PLAYER EXPERIENCE"", ""RELEASE DATE"", ""UPCOMING GAME""]","[""GHOSTWIRE: TOKYO""]",1,1,1
244,Who shared a music theory tutorial with the group?,Chae Song-hwa,"[""Music theory"", ""Tutorial"", ""Group members"", ""Sharing content"", ""Music theory tutorial"", ""Group"", ""Sharing""]","[""GROUP"", ""MUSIC THEORY"", ""MUSIC THEORY TUTORIAL"", ""TUTORIAL""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
246,What is Kendall's relationship with Logan like according to the group's discussion?,Toxic,"[""Kendall"", ""Logan"", ""Relationships"", ""Discussion"", ""Social interactions"", ""Kendall's relationship with Logan"", ""Group discussion"", ""Relationship dynamics""]","[""DISCUSSION"", ""GROUP DISCUSSION"", ""KENDALL"", ""LOGAN"", ""RELATIONSHIP DYNAMICS"", ""RELATIONSHIPS""]",[],1,0,0
255,Who is the most hateable character in Game of Thrones in Orion's opinion?,Ramsay Bolton,"[""Character analysis"", ""Hatefulness"", ""Game of Thrones characters"", ""Opinion expression"", ""Character evaluation"", ""Hateable character"", ""Game of Thrones"", ""Orion's opinion""]","[""CHARACTER ANALYSIS"", ""CHARACTER EVALUATION"", ""GAME OF THRONES""]","[""RAMSAY BOLTON""]",1,1,1
256,Who is the most hateable character in Game of Thrones in Merrick's opinion?,Cersei Lannister,"[""Character analysis"", ""Hatefulness"", ""Game of Thrones series"", ""Merrick's perspective"", ""Character evaluation"", ""Hateable character"", ""Game of Thrones"", ""Merrick's opinion""]","[""CHARACTER ANALYSIS"", ""CHARACTER EVALUATION"", ""GAME OF THRONES"", ""GAME OF THRONES (SERIES)""]","[""CERSEI LANNISTER""]",1,1,1
257,What is the common interest between Li Hua and Jake Watson?,Soccer,"[""Names"", ""Relationship"", ""Shared preference"", ""Common interest"", ""Li Hua"", ""Jake Watson""]","[""JAKEWATSON"", ""LI HUA"", ""LIHUA""]","[""SOCCER""]",1,1,1
258,What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Lullabies,"[""Songs"", ""Baby playlist"", ""Song"", ""Songs for babies"", ""Baby playlist"", ""Song selection""]","[""BABY PLAYLIST"", ""SONG SELECTION"", ""SONGS""]","[""LULLABIES""]",1,1,1
274,Who is the best midfielder in the past decade in JakeWatson's opinion?,Luka Modrić,"[""Midfielder"", ""Opinion"", ""Decade"", ""Best midfielder"", ""JakeWatson's opinion"", ""Past decade""]","[""MIDFIELDER"", ""PAST DECADE""]","[""LUKA MODRIĆ""]",1,1,1
283,Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Tyrion Lannister,"[""Character development"", ""Plot significance"", ""Role in the series"", ""Notable traits"", ""Public perception"", ""EmilyBurnett"", ""Game of Thrones"", ""Standout character""]","[""CHARACTER DEVELOPMENT"", ""EMILY BURNETT"", ""EMILYBURNETT"", ""GAME OF THRONES"", ""PUBLIC PERCEPTION""]","[""TYRION LANNISTER""]",1,1,1
306,Who does JakeWatson consider the best defender in the history of FC Barcelona?,Carles Puyol,"[""FC Barcelona"", ""Defender"", ""Player performance"", ""Historical records"", ""Club history"", ""JakeWatson"", ""Best defender in FC Barcelona history"", ""Football club"", ""Defensive performance""]","[""DEFENDER"", ""FC BARCELONA"", ""JAKEWATSON"", ""PLAYER PERFORMANCE""]","[""CARLES PUYOL""]",1,1,1
316,Who suggests hitting Starbucks after work on 20260918?,WolfgangSchulz,"[""Starbucks"", ""Date"", ""Work hours"", ""Hitting Starbucks after work"", ""20260918"", ""Work schedule""]","[""STARBUCKS"", ""WORK HOURS"", ""WORK SCHEDULE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
320,Which game does LiHua mention he's been playing on 20260920?,Call of Duty: Warzone,"[""Date"", ""Game mention"", ""Player"", ""Game"", ""LiHua"", ""20260920""]","[""GAME"", ""LI HUA"", ""LIHUA"", ""PLAYER""]","[""CALL OF DUTY: WARZONE""]",1,1,1
328,Who initiated the discussion about the community garden renovation and its benefits to local businesses?,Turalyon,"[""Community garden"", ""Renovation process"", ""Businesses"", ""Benefits"", ""Initiators"", ""Community garden renovation"", ""Local businesses"", ""Discussion initiation"", ""Benefits""]","[""COMMUNITY GARDEN"", ""COMMUNITY GARDEN RENOVATION"", ""LOCAL BUSINESSES"", ""RENOVATION PROCESS""]","[""TURALYON""]",1,1,1
335,Who does LiHua ask for help with installing a curtain?,AdamSmith,"[""Curtain installation"", ""Hardware"", ""Tools"", ""Instructions"", ""Support"", ""LiHua"", ""Installing a curtain"", ""Help""]","[""CURTAIN INSTALLATION"", ""INSTALLING A CURTAIN"", ""LI HUA"", ""LIHUA"", ""SUPPORT"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
338,Who will bring the tools for the curtain installation?,AdamSmith,"[""Curtain hardware"", ""Installation tools"", ""Curtain rods"", ""Curtain tracks"", ""Curtain hangers"", ""Curtain installation"", ""Tools"", ""Installation process""]","[""CURTAIN INSTALLATION"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
339,Who suggests exploring the PS5 settings for accessibility features and Game Help?,ThaneChambers,"[""Settings menu"", ""Controller adjustments"", ""Troubleshooting"", ""User guide"", ""Help options"", ""PS5 settings"", ""Accessibility features"", ""Game Help""]","[""ACCESSIBILITY FEATURES"", ""GAME HELP""]","[""THANECHAMBERS""]",1,1,1
340,What feature on the PS5 does Ileana praise for making switching between games smoother?,Control Center,"[""Switching between games"", ""Game loading times"", ""Controller response"", ""Firmware updates"", ""Game library"", ""PS5"", ""Game switching"", ""Smooth gameplay"", ""User experience""]","[""PS5"", ""USER EXPERIENCE""]","[""CONTROL CENTER""]",1,1,1
343,Which game is LiHua currently obsessed with for its graphics and storytelling?,God of War,"[""LiHua"", ""Game title"", ""Graphics quality"", ""Narrative style"", ""Player preference"", ""Game obsession"", ""Graphics"", ""Storytelling""]","[""GRAPHICS"", ""LI HUA"", ""LIHUA"", ""NARRATIVE STYLE"", ""STORYTELLING""]","[""GOD OF WAR""]",1,1,1
344,What game is Helios currently playing and finds the world and gameplay mechanics stunning?,Horizon Forbidden West,"[""Player"", ""Game development"", ""Mechanics"", ""Environment"", ""Experience"", ""Game"", ""Helios"", ""World"", ""Gameplay mechanics"", ""Stunning""]","[""ENVIRONMENT"", ""EXPERIENCE"", ""GAME"", ""GAME DEVELOPMENT"", ""GAMEPLAY MECHANICS"", ""HELIOS"", ""PLAYER"", ""WORLD""]","[""HORIZON FORBIDDEN WEST""]",1,1,1
347,Which game does Helios suggest for tactical fun with a great story and character development?,Fire Emblem,"[""Helios"", ""Game title"", ""Tactical gameplay"", ""Story plot"", ""Character arcs"", ""Game recommendation"", ""Tactical fun"", ""Great story"", ""Character development""]","[""CHARACTER ARCS"", ""CHARACTER DEVELOPMENT"", ""GAME RECOMMENDATION"", ""HELIOS"", ""TACTICAL GAMEPLAY""]","[""FIRE EMBLEM""]",1,1,1
350,Which game does Dyllan recommend for turn-based combat and art style?,Octopath Traveler,"[""Dyllan"", ""Combat mechanics"", ""Visual design"", ""Game genre"", ""Player experience"", ""Game recommendation"", ""Turn-based combat"", ""Art style""]","[""ART STYLE"", ""COMBAT MECHANICS"", ""DYLLAN"", ""GAME RECOMMENDATION"", ""PLAYER EXPERIENCE"", ""TURN-BASED COMBAT"", ""VISUAL DESIGN""]","[""OCTOPATH TRAVELER""]",1,1,1
351,"Who is ThaneChambers' favorite character in ""Octopath Traveler""?",Primrose,"[""Game"", ""Character selection"", ""Player preferences"", ""In-game content"", ""ThaneChambers"", ""Favorite character"", ""Octopath Traveler""]","[""GAME"", ""OCTOPATH TRAVELER"", ""THANECHAMBERS""]","[""PRIMROSE""]",1,1,1
358,Who asks Emily if she has read The Lord of the Rings novels?,LiHua,"[""Ask"", ""Read"", ""Novels"", ""Response"", ""Interview"", ""Emily"", ""The Lord of the Rings novels"", ""Questioning""]","[""THE LORD OF THE RINGS NOVELS""]","[""LI HUA"", ""LIHUA""]",1,1,1
359,What TV series does LiHua mention that they are curious about in relation to The Lord of the Rings?,The Rings of Power,"[""Series titles"", ""Characters"", ""Plot details"", ""Production companies"", ""Streaming platforms"", ""TV series"", ""LiHua"", ""The Lord of the Rings"", ""Curiosity""]","[""LI HUA"", ""LIHUA"", ""THE LORD OF THE RINGS"", ""TV SERIES""]","[""THE RINGS OF POWER""]",1,1,1
361,Which character does LiHua mention as their favorite and describe as inspiring?,Galadriel,"[""Character description"", ""Personal preference"", ""Inspiration"", ""LiHua"", ""Favorite character"", ""Inspiring character""]","[""LI HUA"", ""LIHUA""]","[""GALADRIEL""]",1,1,1
368,Who initiates the suggestion to go to the grocery store after work on 20260923?,WolfgangSchulz,"[""Person"", ""Date"", ""Action"", ""Location"", ""Suggestion"", ""Grocery store"", ""Work schedule"", ""20260923""]","[""ACTION"", ""GROCERY STORE"", ""WORK SCHEDULE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
378,Who asks LiHua to measure the window in the basement?,AdamSmith,"[""Window measurement"", ""Basement floor"", ""Measurement tool"", ""Person asking"", ""LiHua"", ""Measure window"", ""Basement""]","[""BASEMENT"", ""LI HUA"", ""LIHUA"", ""WINDOW MEASUREMENT""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
381,Who initiates the discussion about binaural tones?,ChaeSong-hwa,"[""Auditory stimuli"", ""Brainwave patterns"", ""Frequency analysis"", ""Sound waves"", ""Perception triggers"", ""Binaural tones"", ""Discussion initiation"", ""Audio perception""]","[""BINAURAL TONES""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
384,Who congratulates LiHua on pushing their limits with the bench press?,JenniferMoore,"[""Sports performance"", ""Training regimen"", ""Motivation"", ""Physical exertion"", ""LiHua"", ""Bench press"", ""Congratulation"", ""Physical limits""]","[""BENCH PRESS"", ""LI HUA"", ""LIHUA"", ""MOTIVATION"", ""PHYSICAL EXERTION"", ""PHYSICAL LIMITS""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
388,Who suggests going out for hot pot?,LiHua,"[""Hot pot"", ""Restaurant"", ""Friends"", ""Family"", ""Eating out"", ""Going out for hot pot"", ""Social interaction"", ""Culinary experience""]","[""FAMILY"", ""FRIENDS"", ""HOT POT"", ""RESTAURANT"", ""SOCIAL INTERACTION""]","[""LI HUA"", ""LIHUA""]",1,1,1
389,What type of hot pot does WolfgangSchulz prefer?,Sichuan,"[""Type of hot pot"", ""Wolfgang Schulz"", ""Personal preference"", ""Hot pot"", ""WolfgangSchulz"", ""Preference""]","[""HOT POT"", ""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]","[""SICHUAN""]",1,1,1
391,Who comes up with the idea of picking up drinks on the way to hot pot?,LiHua,"[""Drinkers"", ""Hot pot"", ""Social interaction"", ""Convenience"", ""Cultural practice"", ""Idea generation"", ""Social behavior"", ""Drink picking"", ""Hot pot culture""]","[""HOT POT"", ""SOCIAL INTERACTION""]","[""LI HUA"", ""LIHUA""]",1,1,1
393,Who reminds everyone to drink water before and during the match?,JakeWatson,"[""Drink water"", ""Pre-match hydration"", ""During match hydration"", ""Hydration schedule"", ""Water intake"", ""Water reminders"", ""Match hydration"", ""Sports hydration"", ""Athlete hydration""]","[""WATER INTAKE""]","[""JAKEWATSON""]",1,1,1
399,What does Giselle remind everyone to do before practice?,Stretch,"[""Before practice"", ""What to do"", ""Instructions to follow"", ""Giselle"", ""Practice"", ""Remind"", ""Instructions""]","[""GISELLE"", ""PRACTICE""]",[],1,0,0
400,Who is considering buying Sekiro: Shadows Die Twice and asks for ThaneChambers' opinion?,LiHua,"[""Game review"", ""Player preferences"", ""Character analysis"", ""Era of gameplay"", ""Console compatibility"", ""Sekiro: Shadows Die Twice"", ""ThaneChambers"", ""Opinion""]","[""CHARACTER ANALYSIS"", ""SEKIRO: SHADOWS DIE TWICE"", ""THANECHAMBERS""]","[""LI HUA"", ""LIHUA""]",1,1,1
404,What game is ThaneChambers currently playing?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Game genre"", ""Game platform"", ""Game status"", ""Game"", ""ThaneChambers"", ""Current playing""]","[""GAME"", ""THANECHAMBERS""]","[""BLACK MYTH: WUKONG""]",1,1,1
409,Who informs LiHua that the new software is almost done?,WolfgangSchulz,"[""Person"", ""Software status"", ""Communication"", ""LiHua"", ""New software"", ""Informing""]","[""COMMUNICATION"", ""LI HUA"", ""LIHUA"", ""NEW SOFTWARE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
411,Who asks Jake to play as the goalkeeper for soccer training?,LiHua,"[""Player position"", ""Training session"", ""Team selection"", ""Role assignment"", ""Jake"", ""Goalkeeper"", ""Soccer training"", ""Team role""]","[""GOALKEEPER"", ""ROLE ASSIGNMENT"", ""SOCCER TRAINING"", ""TRAINING SESSION""]","[""LI HUA"", ""LIHUA""]",1,1,1
413,Who discusses classic matches between Barca and Bayern with Jake?,LiHua,"[""Match history"", ""Player performances"", ""Team dynamics"", ""Fan discussions"", ""Classic matches"", ""Barca and Bayern"", ""Jake"", ""Football""]","[""FAN DISCUSSIONS"", ""FOOTBALL"", ""TEAM DYNAMICS""]","[""LI HUA"", ""LIHUA""]",1,1,1
416,Who does Jake believe has the potential to be a game-changer for Barca?,Pedri,"[""Players"", ""Team dynamics"", ""Performance"", ""Success"", ""Jake"", ""Barca"", ""Game-changer"", ""Potential""]","[""BARCA"", ""GAME-CHANGER"", ""PERFORMANCE"", ""TEAM DYNAMICS""]","[""PEDRI""]",1,1,1
420,Who does LiHua pick as the best football manager of all time?,Pep Guardiola,"[""Football clubs"", ""Manager selection"", ""Player performance"", ""Historical context"", ""Fan opinion"", ""LiHua"", ""Best football manager"", ""Football management"", ""Sports history""]","[""FOOTBALL MANAGEMENT"", ""LI HUA"", ""LIHUA"", ""PLAYER PERFORMANCE""]","[""PEP GUARDIOLA""]",1,1,1
422,"Which team's style of play does Farrah remember as ""Total football""?",Barcelona,"[""Football style"", ""Team strategy"", ""Player memory"", ""Game tactics"", ""Team's style of play"", ""Farrah"", ""Total football""]","[""FARRAH"", ""GAME TACTICS"", ""TEAM STRATEGY"", ""TOTAL FOOTBALL""]","[""BARCELONA""]",1,1,1
423,What playing style is associated with Guardiola's Barcelona team?,Tiki-taka,"[""Formation"", ""Positioning"", ""Passing"", ""Set pieces"", ""Defensive structure"", ""Attacking play"", ""Playing style"", ""Guardiola's Barcelona team"", ""Tactical approach""]","[""ATTACKING PLAY"", ""DEFENSIVE STRUCTURE"", ""PASSING"", ""PLAYING STYLE"", ""POSITIONING"", ""SET PIECES"", ""TACTICAL APPROACH""]","[""TIKI-TAKA""]",1,1,1
424,Which player's development under Guardiola does Jasper mention?,Phil Foden,"[""Player performance"", ""Tactical strategies"", ""Commentary analysis"", ""Match highlights"", ""Training sessions"", ""Player's development"", ""Guardiola's tactics"", ""Jasper's commentary""]","[""PLAYER PERFORMANCE"", ""TACTICAL STRATEGIES"", ""TRAINING SESSIONS""]","[""PHIL FODEN""]",1,1,1
425,What player's midfield importance does Aurora highlight?,Rodri,"[""Midfielder"", ""Team performance"", ""Game tactics"", ""Positional play"", ""Match analysis"", ""Player's midfield importance"", ""Aurora's analysis"", ""Football strategy""]","[""FOOTBALL STRATEGY"", ""GAME TACTICS"", ""MATCH ANALYSIS"", ""MIDFIELDER"", ""TEAM PERFORMANCE""]","[""RODRI""]",1,1,1
426,Who will bring cones for drills at the match?,Farrah,"[""Cones"", ""Drills"", ""Match day"", ""Equipment"", ""Cones for drills"", ""Match"", ""Drill equipment""]","[""CONES"", ""CONES FOR DRILLS"", ""DRILLS"", ""EQUIPMENT"", ""MATCH"", ""MATCH DAY"", ""MATCHDAY""]","[""FARRAH""]",1,1,1
428,What will LiHua bring for everyone to enjoy after the match?,Snacks,"[""Gifts"", ""Food"", ""Drink"", ""Games"", ""Activities"", ""LiHua"", ""After the match"", ""Enjoy""]","[""FOOD"", ""GAMES"", ""LI HUA"", ""LIHUA""]","[""SNACKS""]",1,1,1
429,Which match does Jasper mention that Manchester City played recently?,Against Chelsea in the Premier League,"[""Match details"", ""Player performance"", ""Team strategy"", ""Game outcome"", ""Jasper"", ""Manchester City"", ""Recent match""]","[""GAME OUTCOME"", ""JASPER"", ""MANCHESTER CITY"", ""PLAYER PERFORMANCE"", ""TEAM STRATEGY""]",[],1,0,0
