sample_id,question,answer,llm_start_entities,matched_start_nodes,answer_candidates,start_in_entity_db,answer_mappable,reachable_at_1
180,Who proposes creating a little garden area where kids can help plant flowers or vegetables?,GromHellscream,"[""Kids"", ""Flowers"", ""Vegetables"", ""Planting"", ""Community"", ""Garden area"", ""Kids"", ""Plant flowers"", ""Plant vegetables"", ""Community involvement""]","[""COMMUNITY"", ""COMMUNITY INVOLVEMENT"", ""FLOWERS"", ""KIDS"", ""PLANTING"", ""VEGETABLES""]","[""GROM HELLSCREAM"", ""GROMHELLSCREAM""]",1,1,1
194,What song does Yuriko propose that the band can practice this weekend according to the band's discussion on 20260703?,Take Me Home Country Roads by John Denver,"[""Yuriko"", ""Band"", ""Practice session"", ""20260703 date"", ""Song"", ""Song proposal"", ""Band practice"", ""20260703 discussion""]","[""BAND"", ""BAND PRACTICE"", ""PRACTICE SESSION"", ""YURIKO""]",[],1,0,0
195,What is the name of the song that Yuriko recommend to the band on 20260706?,Rolling in the Deep by Adele,"[""Song name"", ""Date"", ""Band members"", ""Recommendation"", ""Song recommendation"", ""Yuriko"", ""Band"", ""20260706""]","[""BAND"", ""RECOMMENDATION"", ""YURIKO""]",[],1,0,0
206,What is Wolfgang's favorite superhero?,Iron Man,"[""Superhero"", ""Character"", ""Favorite"", ""Name"", ""Preference"", ""Wolfgang's favorite superhero"", ""Superhero preference"", ""Favorite character""]",[],"[""IRON MAN""]",0,1,0
207,What is LiHua's favorite superhero?,Spider-Man,"[""Superhero name"", ""Favorite character"", ""Hero identity"", ""Personal preference"", ""LiHua"", ""Favorite superhero"", ""Superhero preference""]","[""LI HUA"", ""LIHUA""]","[""SPIDER-MAN""]",1,1,1
212,Who is recommended by Jennifer to share some fitness tips in the gym group chat on 20260730?,LiHua,"[""Jennifer"", ""Fitness advice"", ""Group chat"", ""Date"", ""Recommended by"", ""Fitness tips"", ""Gym group chat"", ""Recommendation"", ""20260730""]","[""FITNESS ADVICE"", ""FITNESS TIPS"", ""GROUP CHAT"", ""JENNIFER"", ""RECOMMENDATION""]","[""LI HUA"", ""LIHUA""]",1,1,1
225,Who offers to help with setting up for the garage sale?,AdamSmith,"[""Garage sale setup"", ""Shopping cart"", ""Decorations"", ""Baskets"", ""Signs"", ""Items for sale"", ""Garage sale"", ""Help setting up"", ""Event organization""]","[""DECORATIONS"", ""GARAGE SALE"", ""SIGNS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
231,Who does Li Hua mention as their favorite character from The Witcher 3?,Geralt,"[""Character name"", ""Game title"", ""Player preference"", ""Li Hua"", ""The Witcher 3"", ""Favorite character""]","[""LI HUA"", ""LIHUA"", ""THE WITCHER 3""]","[""GERALT""]",1,1,1
234,Which scene stood out for Li Hua in The Witcher 3?,"The ""Battle of Kaer Morhen""","[""Game scene"", ""Character interaction"", ""Visual elements"", ""Player experience"", ""The Witcher 3"", ""Li Hua"", ""Scene standing out""]","[""LI HUA"", ""LIHUA"", ""PLAYER EXPERIENCE"", ""THE WITCHER 3""]",[],1,0,0
241,Which upcoming PS5 exclusive game does Gavriel express curiosity about?,Ghostwire: Tokyo,"[""Game title"", ""Release date"", ""Developer"", ""Console"", ""Player experience"", ""PS5 exclusive game"", ""Gavriel's curiosity"", ""Upcoming game"", ""Game development""]","[""GAME DEVELOPMENT"", ""PLAYER EXPERIENCE"", ""RELEASE DATE"", ""UPCOMING GAME""]","[""GHOSTWIRE: TOKYO""]",1,1,0
244,Who shared a music theory tutorial with the group?,Chae Song-hwa,"[""Music theory"", ""Tutorial"", ""Group members"", ""Sharing"", ""Education"", ""Music theory tutorial"", ""Group sharing"", ""Educational exchange""]","[""EDUCATION"", ""MUSIC THEORY"", ""MUSIC THEORY TUTORIAL"", ""TUTORIAL""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
246,What is Kendall's relationship with Logan like according to the group's discussion?,Toxic,"[""Relationship dynamics"", ""Communication patterns"", ""Peer interactions"", ""Group behavior"", ""Kendall's relationship with Logan"", ""Group discussion"", ""Social dynamics""]","[""GROUP DISCUSSION"", ""RELATIONSHIP DYNAMICS""]",[],1,0,0
255,Who is the most hateable character in Game of Thrones in Orion's opinion?,Ramsay Bolton,"[""Character analysis"", ""Hatefulness"", ""Game of Thrones series"", ""Opinion expression"", ""Character evaluation"", ""Hateable character"", ""Game of Thrones"", ""Orion's opinion""]","[""CHARACTER ANALYSIS"", ""CHARACTER EVALUATION"", ""GAME OF THRONES"", ""GAME OF THRONES (SERIES)""]","[""RAMSAY BOLTON""]",1,1,1
256,Who is the most hateable character in Game of Thrones in Merrick's opinion?,Cersei Lannister,"[""Character analysis"", ""Hatefulness"", ""Thrones"", ""Opinion"", ""Merrick"", ""Hateable character"", ""Game of Thrones"", ""Merrick's opinion""]","[""CHARACTER ANALYSIS"", ""GAME OF THRONES"", ""MERRICK""]","[""CERSEI LANNISTER""]",1,1,1
257,What is the common interest between Li Hua and Jake Watson?,Soccer,"[""Name"", ""Relationship"", ""Shared preference"", ""Common interest"", ""Li Hua"", ""Jake Watson""]","[""JAKEWATSON"", ""LI HUA"", ""LIHUA""]","[""SOCCER""]",1,1,1
258,What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Lullabies,"[""Baby songs"", ""Lullabies"", ""Child-friendly music"", ""Parental preferences"", ""Music genres"", ""Songs for babies"", ""Playlist creation"", ""Parental music selection""]","[""LULLABIES"", ""MUSIC GENRES"", ""PLAYLIST CREATION""]","[""LULLABIES""]",1,1,1
274,Who is the best midfielder in the past decade in JakeWatson's opinion?,Luka Modrić,"[""Midfielder"", ""Opinion"", ""Decade"", ""Best midfielder"", ""JakeWatson's opinion"", ""Past decade""]","[""MIDFIELDER"", ""PAST DECADE""]","[""LUKA MODRIĆ""]",1,1,1
283,Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Tyrion Lannister,"[""Characters"", ""Narrative"", ""Themes"", ""Plot"", ""Roles"", ""EmilyBurnett"", ""Game of Thrones"", ""Standout character""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""GAME OF THRONES"", ""NARRATIVE"", ""ROLES""]","[""TYRION LANNISTER""]",1,1,1
306,Who does JakeWatson consider the best defender in the history of FC Barcelona?,Carles Puyol,"[""FC Barcelona"", ""Defender"", ""Player performance"", ""Historical rankings"", ""Club records"", ""JakeWatson"", ""Best defender in FC Barcelona history"", ""Football club"", ""Defensive position""]","[""DEFENDER"", ""FC BARCELONA"", ""JAKEWATSON"", ""PLAYER PERFORMANCE""]","[""CARLES PUYOL""]",1,1,1
316,Who suggests hitting Starbucks after work on 20260918?,WolfgangSchulz,"[""Starbucks"", ""Date"", ""Work hours"", ""Hitting Starbucks after work"", ""20260918"", ""Work schedule""]","[""STARBUCKS"", ""WORK HOURS"", ""WORK SCHEDULE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
320,Which game does LiHua mention he's been playing on 20260920?,Call of Duty: Warzone,"[""Date"", ""Game mention"", ""Player"", ""Game"", ""LiHua"", ""20260920""]","[""GAME"", ""LI HUA"", ""LIHUA"", ""PLAYER""]","[""CALL OF DUTY: WARZONE""]",1,1,1
328,Who initiated the discussion about the community garden renovation and its benefits to local businesses?,Turalyon,"[""Community garden"", ""Renovation plans"", ""Businesses"", ""Benefits"", ""Initiators"", ""Community garden renovation"", ""Local businesses"", ""Discussion initiation"", ""Benefits""]","[""COMMUNITY GARDEN"", ""COMMUNITY GARDEN RENOVATION"", ""LOCAL BUSINESSES""]","[""TURALYON""]",1,1,1
335,Who does LiHua ask for help with installing a curtain?,AdamSmith,"[""Curtain installation"", ""Installer"", ""Tools"", ""Instructions"", ""Steps"", ""LiHua"", ""Help"", ""Installing a curtain""]","[""CURTAIN INSTALLATION"", ""INSTALLING A CURTAIN"", ""LI HUA"", ""LIHUA"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
338,Who will bring the tools for the curtain installation?,AdamSmith,"[""Curtain rod"", ""Hanging tools"", ""Screws"", ""Nails"", ""Hooks"", ""Curtain installation"", ""Tools"", ""Installation process""]","[""CURTAIN INSTALLATION"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
339,Who suggests exploring the PS5 settings for accessibility features and Game Help?,ThaneChambers,"[""Settings menu"", ""Controller adjustments"", ""Troubleshooting"", ""Help documentation"", ""User guide"", ""PS5 settings"", ""Accessibility features"", ""Game Help""]","[""ACCESSIBILITY FEATURES"", ""GAME HELP""]","[""THANECHAMBERS""]",1,1,1
340,What feature on the PS5 does Ileana praise for making switching between games smoother?,Control Center,"[""Gamepad"", ""Controller"", ""Touchpad"", ""Menu navigation"", ""Load times"", ""PS5"", ""Switching between games"", ""Game switching"", ""User experience""]","[""PS5"", ""USER EXPERIENCE""]","[""CONTROL CENTER""]",1,1,1
343,Which game is LiHua currently obsessed with for its graphics and storytelling?,God of War,"[""LiHua"", ""Game title"", ""Graphics quality"", ""Narrative structure"", ""Player engagement"", ""Game obsession"", ""Graphics"", ""Storytelling""]","[""GRAPHICS"", ""LI HUA"", ""LIHUA"", ""NARRATIVE STRUCTURE"", ""PLAYER ENGAGEMENT"", ""STORYTELLING""]","[""GOD OF WAR""]",1,1,1
344,What game is Helios currently playing and finds the world and gameplay mechanics stunning?,Horizon Forbidden West,"[""Current game"", ""Player experience"", ""Game design"", ""Mechanics"", ""Reception"", ""Game"", ""Helios"", ""World"", ""Gameplay mechanics"", ""Stunning""]","[""GAME"", ""GAME DESIGN"", ""GAMEPLAY MECHANICS"", ""HELIOS"", ""PLAYER EXPERIENCE"", ""WORLD""]","[""HORIZON FORBIDDEN WEST""]",1,1,1
347,Which game does Helios suggest for tactical fun with a great story and character development?,Fire Emblem,"[""Helios"", ""Game title"", ""Tactical gameplay"", ""Storyline"", ""Character arcs"", ""Game recommendation"", ""Tactical fun"", ""Great story"", ""Character development""]","[""CHARACTER ARCS"", ""CHARACTER DEVELOPMENT"", ""GAME RECOMMENDATION"", ""HELIOS"", ""STORYLINE"", ""TACTICAL GAMEPLAY""]","[""FIRE EMBLEM""]",1,1,1
350,Which game does Dyllan recommend for turn-based combat and art style?,Octopath Traveler,"[""Dyllan"", ""Combat mechanics"", ""Visual design"", ""Game genre"", ""Player preference"", ""Game recommendation"", ""Turn-based combat"", ""Art style""]","[""ART STYLE"", ""COMBAT MECHANICS"", ""DYLLAN"", ""GAME RECOMMENDATION"", ""TURN-BASED COMBAT"", ""VISUAL DESIGN""]","[""OCTOPATH TRAVELER""]",1,1,1
351,"Who is ThaneChambers' favorite character in ""Octopath Traveler""?",Primrose,"[""Character profile"", ""Game content"", ""Player preference"", ""In-game details"", ""Character development"", ""ThaneChambers"", ""Octopath Traveler"", ""Favorite character""]","[""CHARACTER DEVELOPMENT"", ""OCTOPATH TRAVELER"", ""THANECHAMBERS""]","[""PRIMROSE""]",1,1,1
358,Who asks Emily if she has read The Lord of the Rings novels?,LiHua,"[""Ask"", ""Read"", ""Novels"", ""Response"", ""Emily"", ""The Lord of the Rings novels"", ""Question""]","[""THE LORD OF THE RINGS NOVELS""]","[""LI HUA"", ""LIHUA""]",1,1,1
359,What TV series does LiHua mention that they are curious about in relation to The Lord of the Rings?,The Rings of Power,"[""Series titles"", ""Actor names"", ""Episode details"", ""Plot summaries"", ""Production companies"", ""TV series"", ""LiHua"", ""The Lord of the Rings"", ""Curiosity""]","[""LI HUA"", ""LIHUA"", ""THE LORD OF THE RINGS"", ""TV SERIES""]","[""THE RINGS OF POWER""]",1,1,1
361,Which character does LiHua mention as their favorite and describe as inspiring?,Galadriel,"[""Character description"", ""Favorite choice"", ""Personal preference"", ""LiHua"", ""Favorite character"", ""Inspiring character""]","[""LI HUA"", ""LIHUA""]","[""GALADRIEL""]",1,1,1
368,Who initiates the suggestion to go to the grocery store after work on 20260923?,WolfgangSchulz,"[""Person"", ""Date"", ""Action"", ""Location"", ""Purpose"", ""Suggestions"", ""Grocery store"", ""Work schedule"", ""20260923""]","[""ACTION"", ""GROCERY STORE"", ""SUGGESTIONS"", ""WORK SCHEDULE""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
378,Who asks LiHua to measure the window in the basement?,AdamSmith,"[""Window measurement"", ""Basement floor"", ""Measurement tools"", ""Person asking"", ""LiHua"", ""Measure window"", ""Basement""]","[""BASEMENT"", ""LI HUA"", ""LIHUA"", ""WINDOW MEASUREMENT""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
381,Who initiates the discussion about binaural tones?,ChaeSong-hwa,"[""Auditory perception"", ""Frequency modulation"", ""Brainwave synchronization"", ""Sound localization"", ""Neurological response"", ""Binaural tones"", ""Discussion initiation"", ""Acoustic phenomena""]","[""BINAURAL TONES""]","[""CHAE SONG-HWA"", ""CHAESONG-HWA""]",1,1,1
384,Who congratulates LiHua on pushing their limits with the bench press?,JenniferMoore,"[""Sports performance"", ""Physical exercise"", ""Training regimen"", ""Athletic achievement"", ""Recognition"", ""LiHua"", ""Bench press"", ""Congratulations"", ""Pushing limits""]","[""BENCH PRESS"", ""LI HUA"", ""LIHUA"", ""PUSHING LIMITS""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
388,Who suggests going out for hot pot?,LiHua,"[""Hot pot"", ""Restaurant"", ""Friends"", ""Family"", ""Eating out"", ""Going out for hot pot"", ""Social interaction"", ""Culinary experience""]","[""FAMILY"", ""FRIENDS"", ""HOT POT"", ""RESTAURANT"", ""SOCIAL INTERACTION""]","[""LI HUA"", ""LIHUA""]",1,1,1
389,What type of hot pot does WolfgangSchulz prefer?,Sichuan,"[""Type of hot pot"", ""WolfgangSchulz's preference"", ""Cooking method"", ""Serving style"", ""Ingredients"", ""Hot pot"", ""WolfgangSchulz"", ""Preferences""]","[""COOKING METHOD"", ""HOT POT"", ""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]","[""SICHUAN""]",1,1,1
391,Who comes up with the idea of picking up drinks on the way to hot pot?,LiHua,"[""Drinkers"", ""Hot pot"", ""Table setting"", ""Conversation starters"", ""Social etiquette"", ""Idea generation"", ""Social interaction"", ""Drinking habits"", ""Hot pot culture""]","[""HOT POT"", ""SOCIAL INTERACTION""]","[""LI HUA"", ""LIHUA""]",1,1,1
393,Who reminds everyone to drink water before and during the match?,JakeWatson,"[""Drink water"", ""Pre-match hydration"", ""During match hydration"", ""Hydration tips"", ""Water intake"", ""Water reminders"", ""Match hydration"", ""Sports hydration"", ""Athlete hydration""]","[""HYDRATION TIPS"", ""WATER INTAKE""]","[""JAKEWATSON""]",1,1,0
399,What does Giselle remind everyone to do before practice?,Stretch,"[""What to do before practice"", ""Specific actions"", ""Guidelines"", ""Rules"", ""Giselle"", ""Practice"", ""Remind"", ""Instructions""]","[""GISELLE"", ""PRACTICE""]",[],1,0,0
400,Who is considering buying Sekiro: Shadows Die Twice and asks for ThaneChambers' opinion?,LiHua,"[""Game review"", ""Player feedback"", ""Character analysis"", ""Game mechanics"", ""Reviewers"", ""Sekiro: Shadows Die Twice"", ""ThaneChambers"", ""Opinion""]","[""CHARACTER ANALYSIS"", ""GAME MECHANICS"", ""PLAYER FEEDBACK"", ""SEKIRO: SHADOWS DIE TWICE"", ""THANECHAMBERS""]","[""LI HUA"", ""LIHUA""]",1,1,1
404,What game is ThaneChambers currently playing?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Game genre"", ""Game platform"", ""Game status"", ""Game"", ""ThaneChambers"", ""Current playing""]","[""GAME"", ""THANECHAMBERS""]","[""BLACK MYTH: WUKONG""]",1,1,1
409,Who informs LiHua that the new software is almost done?,WolfgangSchulz,"[""Person"", ""Software development"", ""Communication"", ""Status update"", ""LiHua"", ""New software"", ""Inform""]","[""COMMUNICATION"", ""LI HUA"", ""LIHUA"", ""NEW SOFTWARE"", ""SOFTWARE DEVELOPMENT""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
411,Who asks Jake to play as the goalkeeper for soccer training?,LiHua,"[""Player position"", ""Training session"", ""Team selection"", ""Role assignment"", ""Jake"", ""Goalkeeper"", ""Soccer training"", ""Team role""]","[""GOALKEEPER"", ""ROLE ASSIGNMENT"", ""SOCCER TRAINING"", ""TRAINING SESSION""]","[""LI HUA"", ""LIHUA""]",1,1,1
413,Who discusses classic matches between Barca and Bayern with Jake?,LiHua,"[""Match history"", ""Player interactions"", ""Broadcasting"", ""Fan discussions"", ""Classic matches"", ""Barca and Bayern"", ""Jake"", ""Football""]","[""FAN DISCUSSIONS"", ""FOOTBALL"", ""PLAYER INTERACTIONS""]","[""LI HUA"", ""LIHUA""]",1,1,1
416,Who does Jake believe has the potential to be a game-changer for Barca?,Pedri,"[""Barcelona"", ""Football club"", ""Player potential"", ""Team success"", ""Leadership"", ""Jake"", ""Barca"", ""Game-changer"", ""Potential""]","[""BARCA"", ""BARCELONA"", ""GAME-CHANGER"", ""LEADERSHIP"", ""TEAM SUCCESS""]","[""PEDRI""]",1,1,1
420,Who does LiHua pick as the best football manager of all time?,Pep Guardiola,"[""Manager selection"", ""Player performance"", ""Team success"", ""Historical context"", ""Criticisms"", ""LiHua"", ""Best football manager of all time"", ""Football management""]","[""FOOTBALL MANAGEMENT"", ""LI HUA"", ""LIHUA"", ""PLAYER PERFORMANCE"", ""TEAM SUCCESS""]","[""PEP GUARDIOLA""]",1,1,1
422,"Which team's style of play does Farrah remember as ""Total football""?",Barcelona,"[""Football style"", ""Team strategy"", ""Player memory"", ""Game tactics"", ""Team's style of play"", ""Farrah"", ""Total football""]","[""FARRAH"", ""GAME TACTICS"", ""TEAM STRATEGY"", ""TOTAL FOOTBALL""]","[""BARCELONA""]",1,1,1
423,What playing style is associated with Guardiola's Barcelona team?,Tiki-taka,"[""Tiki-Taka"", ""Set pieces"", ""Defensive structure"", ""Attacking play"", ""Positional play"", ""Playing style"", ""Guardiola's Barcelona team"", ""Football tactics""]","[""ATTACKING PLAY"", ""DEFENSIVE STRUCTURE"", ""FOOTBALL TACTICS"", ""PLAYING STYLE"", ""SET PIECES"", ""TIKI-TAKA""]","[""TIKI-TAKA""]",1,1,1
424,Which player's development under Guardiola does Jasper mention?,Phil Foden,"[""Player"", ""Guardiola's tactics"", ""Jasper's role"", ""Development under Guardiola"", ""Player's development"", ""Guardiola"", ""Jasper""]","[""GUARDIOLA"", ""JASPER"", ""PLAYER""]","[""PHIL FODEN""]",1,1,1
425,What player's midfield importance does Aurora highlight?,Rodri,"[""Midfielder"", ""Positional importance"", ""Team dynamics"", ""Game plan"", ""Player role"", ""Player's midfield importance"", ""Aurora's analysis"", ""Football strategy""]","[""FOOTBALL STRATEGY"", ""MIDFIELDER"", ""TEAM DYNAMICS""]","[""RODRI""]",1,1,0
426,Who will bring cones for drills at the match?,Farrah,"[""Cones"", ""Drills"", ""Match venue"", ""Equipment supply"", ""Cones for drills"", ""Match"", ""Drill equipment""]","[""CONES"", ""CONES FOR DRILLS"", ""DRILLS"", ""MATCH""]","[""FARRAH""]",1,1,0
428,What will LiHua bring for everyone to enjoy after the match?,Snacks,"[""Gifts"", ""Food"", ""Drinks"", ""Activities"", ""Company"", ""LiHua"", ""After the match"", ""Enjoy""]","[""COMPANY"", ""DRINKS"", ""FOOD"", ""LI HUA"", ""LIHUA""]","[""SNACKS""]",1,1,1
429,Which match does Jasper mention that Manchester City played recently?,Against Chelsea in the Premier League,"[""Match details"", ""Team performance"", ""Player involvement"", ""Game outcome"", ""Jasper"", ""Manchester City"", ""Recent match""]","[""GAME OUTCOME"", ""JASPER"", ""MANCHESTER CITY"", ""TEAM PERFORMANCE""]",[],1,0,0
